CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/1150.py
MEM 22.250000 1745294945.9379
MEM 22.250000 1745294945.9391
MEM 22.250000 1745294945.9404
MEM 22.250000 1745294945.9416
MEM 22.250000 1745294945.9427
MEM 22.250000 1745294945.9439
MEM 22.250000 1745294945.9450
MEM 22.406250 1745294945.9506
MEM 22.406250 1745294945.9518
MEM 22.406250 1745294945.9530
MEM 22.406250 1745294945.9541
MEM 22.406250 1745294945.9553
MEM 22.406250 1745294945.9565
MEM 22.406250 1745294945.9576
MEM 22.562500 1745294945.9588
MEM 22.562500 1745294945.9599
MEM 22.718750 1745294945.9610
MEM 22.718750 1745294945.9622
MEM 22.718750 1745294945.9633
MEM 22.718750 1745294945.9644
MEM 23.187500 1745294945.9656
MEM 23.187500 1745294945.9667
MEM 23.187500 1745294945.9679
MEM 23.343750 1745294945.9715
MEM 23.343750 1745294945.9727
MEM 23.500000 1745294945.9739
MEM 23.500000 1745294945.9750
MEM 23.656250 1745294945.9762
MEM 23.656250 1745294945.9773
MEM 23.656250 1745294945.9785
MEM 23.656250 1745294945.9796
MEM 23.656250 1745294945.9808
MEM 23.656250 1745294945.9820
MEM 23.656250 1745294945.9832
MEM 23.656250 1745294945.9844
MEM 23.812500 1745294945.9896
MEM 23.812500 1745294945.9908
MEM 23.812500 1745294945.9920
MEM 23.812500 1745294945.9932
MEM 24.125000 1745294945.9944
MEM 24.125000 1745294945.9955
MEM 24.281250 1745294945.9967
MEM 24.281250 1745294945.9978
MEM 24.437500 1745294945.9990
MEM 24.437500 1745294946.0001
MEM 24.437500 1745294946.0013
MEM 24.437500 1745294946.0024
MEM 24.437500 1745294946.0036
MEM 24.437500 1745294946.0047
MEM 24.437500 1745294946.0059
MEM 24.437500 1745294946.0071
MEM 24.593750 1745294946.0082
MEM 24.593750 1745294946.0136
MEM 24.914062 1745294946.0148
MEM 24.914062 1745294946.0160
MEM 24.914062 1745294946.0172
MEM 24.914062 1745294946.0183
MEM 25.070312 1745294946.0194
MEM 25.070312 1745294946.0205
MEM 25.070312 1745294946.0217
MEM 25.070312 1745294946.0228
MEM 25.070312 1745294946.0240
MEM 25.070312 1745294946.0251
MEM 25.070312 1745294946.0263
MEM 25.070312 1745294946.0274
MEM 25.070312 1745294946.0286
MEM 25.070312 1745294946.0297
MEM 25.226562 1745294946.0309
MEM 25.226562 1745294946.0320
MEM 25.382812 1745294946.0332
MEM 25.695312 1745294946.0343
MEM 25.851562 1745294946.0355
MEM 26.007812 1745294946.0366
MEM 26.007812 1745294946.0377
MEM 26.320312 1745294946.0389
MEM 26.476562 1745294946.0401
MEM 26.476562 1745294946.0413
MEM 26.476562 1745294946.0425
MEM 26.632812 1745294946.0436
MEM 26.632812 1745294946.0448
MEM 26.789062 1745294946.0459
MEM 26.945312 1745294946.0505
MEM 27.101562 1745294946.0516
MEM 27.101562 1745294946.0528
MEM 27.257812 1745294946.0540
MEM 27.414062 1745294946.0551
MEM 27.570312 1745294946.0563
MEM 27.738281 1745294946.0575
MEM 27.894531 1745294946.0586
MEM 27.894531 1745294946.0598
MEM 27.894531 1745294946.0609
MEM 28.050781 1745294946.0621
MEM 28.050781 1745294946.0633
MEM 28.050781 1745294946.0644
MEM 28.207031 1745294946.0656
MEM 28.207031 1745294946.0668
MEM 28.207031 1745294946.0679
MEM 28.207031 1745294946.0691
MEM 28.207031 1745294946.0702
MEM 28.363281 1745294946.0713
MEM 28.363281 1745294946.0724
MEM 28.832031 1745294946.0736
MEM 28.832031 1745294946.0747
MEM 28.988281 1745294946.0759
MEM 28.988281 1745294946.0770
MEM 29.144531 1745294946.0782
MEM 29.144531 1745294946.0793
MEM 29.144531 1745294946.0805
MEM 29.300781 1745294946.0816
MEM 30.375000 1745294946.0830
MEM 31.308594 1745294946.0841
MEM 31.464844 1745294946.0853
MEM 31.464844 1745294946.0865
MEM 31.777344 1745294946.0906
MEM 31.933594 1745294946.0918
MEM 32.089844 1745294946.0929
MEM 32.089844 1745294946.0941
MEM 32.402344 1745294946.0953
MEM 32.558594 1745294946.0964
MEM 32.558594 1745294946.0976
MEM 32.714844 1745294946.0989
MEM 32.871094 1745294946.1001
MEM 33.027344 1745294946.1013
MEM 33.183594 1745294946.1024
MEM 33.183594 1745294946.1036
MEM 33.183594 1745294946.1047
MEM 33.183594 1745294946.1059
MEM 33.183594 1745294946.1071
MEM 33.183594 1745294946.1083
MEM 33.496094 1745294946.1095
MEM 33.652344 1745294946.1107
MEM 33.652344 1745294946.1118
MEM 33.808594 1745294946.1129
MEM 33.808594 1745294946.1141
MEM 33.808594 1745294946.1152
MEM 33.808594 1745294946.1164
MEM 33.808594 1745294946.1176
MEM 33.808594 1745294946.1188
MEM 33.808594 1745294946.1199
MEM 33.964844 1745294946.1211
MEM 33.964844 1745294946.1225
MEM 35.011719 1745294946.1255
MEM 35.011719 1745294946.1267
MEM 35.011719 1745294946.1278
MEM 35.011719 1745294946.1290
MEM 35.011719 1745294946.1344
MEM 35.167969 1745294946.1356
MEM 35.167969 1745294946.1368
MEM 35.167969 1745294946.1379
MEM 35.324219 1745294946.1396
MEM 35.324219 1745294946.1408
MEM 35.480469 1745294946.1419
MEM 35.480469 1745294946.1431
MEM 35.636719 1745294946.1443
MEM 36.574219 1745294946.1454
MEM 36.222656 1745294946.1466
MEM 36.378906 1745294946.1477
MEM 36.378906 1745294946.1489
MEM 36.378906 1745294946.1500
MEM 36.378906 1745294946.1512
MEM 36.535156 1745294946.1523
MEM 36.535156 1745294946.1535
MEM 36.535156 1745294946.1546
MEM 36.691406 1745294946.1562
MEM 36.691406 1745294946.1574
MEM 36.691406 1745294946.1587
MEM 36.847656 1745294946.1598
MEM 36.847656 1745294946.1610
MEM 37.003906 1745294946.1621
MEM 37.003906 1745294946.1633
MEM 37.160156 1745294946.1644
MEM 37.316406 1745294946.1677
MEM 37.316406 1745294946.1689
MEM 37.472656 1745294946.1702
MEM 37.472656 1745294946.1714
MEM 37.628906 1745294946.1726
MEM 37.628906 1745294946.1737
MEM 37.628906 1745294946.1748
MEM 37.785156 1745294946.1762
MEM 37.785156 1745294946.1773
MEM 38.097656 1745294946.1784
MEM 38.097656 1745294946.1796
MEM 38.253906 1745294946.1807
MEM 38.253906 1745294946.1819
MEM 38.253906 1745294946.1830
MEM 38.253906 1745294946.1843
MEM 38.253906 1745294946.1855
MEM 38.410156 1745294946.1866
MEM 38.410156 1745294946.1877
MEM 38.410156 1745294946.1889
MEM 38.566406 1745294946.1901
MEM 38.878906 1745294946.1912
MEM 39.035156 1745294946.1946
MEM 39.191406 1745294946.1958
MEM 39.191406 1745294946.1969
MEM 39.347656 1745294946.1981
MEM 39.347656 1745294946.1995
MEM 39.503906 1745294946.2007
MEM 39.816406 1745294946.2018
MEM 39.816406 1745294946.2030
MEM 39.972656 1745294946.2041
MEM 39.972656 1745294946.2053
MEM 39.972656 1745294946.2064
MEM 40.128906 1745294946.2076
MEM 40.128906 1745294946.2087
MEM 40.285156 1745294946.2099
MEM 40.285156 1745294946.2111
MEM 40.441406 1745294946.2122
MEM 40.625000 1745294946.2137
MEM 40.937500 1745294946.2175
MEM 40.937500 1745294946.2187
MEM 41.093750 1745294946.2198
MEM 41.093750 1745294946.2211
MEM 41.406250 1745294946.2223
MEM 41.406250 1745294946.2235
MEM 41.570312 1745294946.2247
MEM 41.570312 1745294946.2259
MEM 41.726562 1745294946.2272
MEM 41.726562 1745294946.2283
MEM 41.882812 1745294946.2295
MEM 41.882812 1745294946.2306
MEM 42.039062 1745294946.2318
MEM 42.039062 1745294946.2330
MEM 42.195312 1745294946.2353
MEM 42.195312 1745294946.2364
MEM 42.195312 1745294946.2376
MEM 42.195312 1745294946.2388
MEM 42.351562 1745294946.2400
MEM 42.507812 1745294946.2411
MEM 42.507812 1745294946.2427
MEM 42.664062 1745294946.2440
MEM 42.976562 1745294946.2477
MEM 43.132812 1745294946.2489
MEM 43.132812 1745294946.2501
MEM 43.132812 1745294946.2512
MEM 43.289062 1745294946.2524
MEM 43.445312 1745294946.2535
MEM 43.601562 1745294946.2547
MEM 43.601562 1745294946.2559
MEM 43.757812 1745294946.2570
MEM 43.914062 1745294946.2582
MEM 43.914062 1745294946.2593
MEM 43.914062 1745294946.2605
MEM 44.070312 1745294946.2616
MEM 44.070312 1745294946.2628
MEM 44.070312 1745294946.2639
MEM 44.226562 1745294946.2651
MEM 44.226562 1745294946.2662
MEM 44.539062 1745294946.2695
MEM 44.539062 1745294946.2707
MEM 44.539062 1745294946.2718
MEM 44.695312 1745294946.2732
MEM 44.695312 1745294946.2745
MEM 44.851562 1745294946.2757
MEM 45.007812 1745294946.2768
MEM 45.007812 1745294946.2780
MEM 45.007812 1745294946.2792
MEM 45.164062 1745294946.2803
MEM 45.164062 1745294946.2815
MEM 45.320312 1745294946.2826
MEM 45.945312 1745294946.2838
MEM 46.320312 1745294946.2850
MEM 46.320312 1745294946.2861
MEM 46.320312 1745294946.2873
MEM 46.476562 1745294946.2887
MEM 46.476562 1745294946.2899
MEM 46.632812 1745294946.2910
MEM 46.632812 1745294946.2922
MEM 46.789062 1745294946.2933
MEM 47.101562 1745294946.2978
MEM 47.101562 1745294946.2989
MEM 47.101562 1745294946.3001
MEM 47.101562 1745294946.3013
MEM 47.257812 1745294946.3025
MEM 47.257812 1745294946.3036
MEM 47.257812 1745294946.3048
MEM 47.257812 1745294946.3060
MEM 47.257812 1745294946.3071
MEM 47.414062 1745294946.3083
MEM 47.414062 1745294946.3094
MEM 47.414062 1745294946.3107
MEM 47.414062 1745294946.3121
MEM 47.414062 1745294946.3133
MEM 47.414062 1745294946.3145
MEM 47.414062 1745294946.3156
MEM 47.570312 1745294946.3169
MEM 47.570312 1745294946.3181
MEM 47.570312 1745294946.3192
MEM 47.570312 1745294946.3204
MEM 47.570312 1745294946.3216
MEM 47.570312 1745294946.3227
MEM 47.570312 1745294946.3239
MEM 47.570312 1745294946.3250
MEM 47.570312 1745294946.3262
MEM 47.570312 1745294946.3276
MEM 47.570312 1745294946.3288
MEM 47.570312 1745294946.3300
MEM 47.570312 1745294946.3325
MEM 47.570312 1745294946.3337
MEM 47.570312 1745294946.3374
MEM 47.570312 1745294946.3386
MEM 47.570312 1745294946.3398
MEM 47.570312 1745294946.3409
MEM 47.570312 1745294946.3436
MEM 47.570312 1745294946.3447
MEM 47.570312 1745294946.3459
MEM 47.570312 1745294946.3471
MEM 47.570312 1745294946.3482
MEM 47.570312 1745294946.3494
MEM 47.570312 1745294946.3507
MEM 47.570312 1745294946.3519
MEM 47.570312 1745294946.3530
MEM 47.570312 1745294946.3543
MEM 48.039062 1745294946.3587
MEM 48.195312 1745294946.3599
MEM 48.195312 1745294946.3610
MEM 48.195312 1745294946.3622
MEM 48.195312 1745294946.3634
MEM 48.195312 1745294946.3645
MEM 48.351562 1745294946.3659
MEM 48.351562 1745294946.3671
MEM 48.507812 1745294946.3683
MEM 48.664062 1745294946.3695
MEM 48.664062 1745294946.3706
MEM 48.664062 1745294946.3718
MEM 48.664062 1745294946.3729
MEM 48.664062 1745294946.3741
MEM 48.664062 1745294946.3752
MEM 48.664062 1745294946.3764
MEM 48.664062 1745294946.3777
MEM 48.664062 1745294946.3789
MEM 48.820312 1745294946.3801
MEM 48.820312 1745294946.3813
MEM 48.976562 1745294946.3855
MEM 48.976562 1745294946.3867
MEM 48.976562 1745294946.3879
MEM 48.976562 1745294946.3890
MEM 48.976562 1745294946.3902
MEM 49.132812 1745294946.3928
MEM 49.132812 1745294946.3940
MEM 49.132812 1745294946.3953
MEM 50.226562 1745294946.3965
MEM 50.273438 1745294946.3976
MEM 50.898438 1745294946.3988
MEM 51.367188 1745294946.3999
MEM 51.835938 1745294946.4011
MEM 52.460938 1745294946.4023
MEM 52.929688 1745294946.4034
MEM 53.242188 1745294946.4046
MEM 55.117188 1745294946.4076
MEM 55.585938 1745294946.4088
MEM 55.898438 1745294946.4100
MEM 56.367188 1745294946.4112
MEM 56.523438 1745294946.4123
MEM 56.992188 1745294946.4134
MEM 58.242188 1745294946.4146
MEM 58.710938 1745294946.4158
MEM 59.492188 1745294946.4176
MEM 59.648438 1745294946.4188
MEM 60.429688 1745294946.4199
MEM 60.898438 1745294946.4217
MEM 61.367188 1745294946.4228
MEM 61.835938 1745294946.4240
MEM 62.460938 1745294946.4252
MEM 62.929688 1745294946.4265
MEM 63.710938 1745294946.4276
MEM 66.210938 1745294946.4296
MEM 66.523438 1745294946.4308
MEM 66.835938 1745294946.4320
MEM 67.304688 1745294946.4332
MEM 67.617188 1745294946.4343
MEM 68.867188 1745294946.4377
MEM 69.335938 1745294946.4389
MEM 69.648438 1745294946.4401
MEM 69.960938 1745294946.4412
MEM 70.429688 1745294946.4424
MEM 70.742188 1745294946.4436
MEM 71.210938 1745294946.4447
MEM 71.523438 1745294946.4459
MEM 71.992188 1745294946.4470
MEM 72.460938 1745294946.4482
MEM 72.929688 1745294946.4494
MEM 73.398438 1745294946.4506
MEM 73.867188 1745294946.4521
MEM 74.335938 1745294946.4533
MEM 74.804688 1745294946.4544
MEM 75.273438 1745294946.4556
MEM 75.742188 1745294946.4568
MEM 77.929688 1745294946.4597
MEM 79.960938 1745294946.4609
MEM 81.835938 1745294946.4621
MEM 81.992188 1745294946.4633
MEM 82.460938 1745294946.4645
MEM 82.773438 1745294946.4656
MEM 83.242188 1745294946.4668
MEM 83.710938 1745294946.4683
MEM 84.179688 1745294946.4695
MEM 84.648438 1745294946.4706
MEM 85.117188 1745294946.4718
MEM 85.585938 1745294946.4729
MEM 86.054688 1745294946.4741
MEM 86.367188 1745294946.4752
MEM 86.835938 1745294946.4765
MEM 87.460938 1745294946.4777
MEM 89.335938 1745294946.4818
MEM 89.804688 1745294946.4830
MEM 90.117188 1745294946.4841
MEM 90.585938 1745294946.4853
MEM 90.898438 1745294946.4864
MEM 91.367188 1745294946.4876
MEM 91.835938 1745294946.4887
MEM 92.148438 1745294946.4899
MEM 92.617188 1745294946.4910
MEM 93.242188 1745294946.4924
MEM 93.242188 1745294946.4936
MEM 89.238281 1745294946.4947
MEM 89.238281 1745294946.4959
MEM 89.238281 1745294946.4970
MEM 89.238281 1745294946.4982
MEM 89.238281 1745294946.4993
MEM 89.394531 1745294946.5004
MEM 90.019531 1745294946.5016
MEM 90.019531 1745294946.5027
MEM 91.269531 1745294946.5042
MEM 91.269531 1745294946.5086
MEM 93.457031 1745294946.5098
MEM 93.769531 1745294946.5110
MEM 92.597656 1745294946.5121
MEM 92.597656 1745294946.5133
MEM 92.597656 1745294946.5144
MEM 92.597656 1745294946.5156
MEM 92.597656 1745294946.5167
MEM 92.597656 1745294946.5178
MEM 90.093750 1745294946.5190
MEM 90.093750 1745294946.5201
MEM 88.035156 1745294946.5213
MEM 88.035156 1745294946.5224
MEM 83.070312 1745294946.5236
MEM 82.070312 1745294946.5247
MEM 82.070312 1745294946.5259
MEM 82.070312 1745294946.5270
MEM 82.070312 1745294946.5282
MEM 82.070312 1745294946.5296
MEM 82.070312 1745294946.5308
MEM 82.070312 1745294946.5319
MEM 82.070312 1745294946.5331
MEM 82.070312 1745294946.5343
MEM 82.070312 1745294946.5354
MEM 82.070312 1745294946.5385
MEM 82.070312 1745294946.5397
MEM 82.070312 1745294946.5411
MEM 82.070312 1745294946.5423
MEM 82.070312 1745294946.5435
MEM 82.070312 1745294946.5447
MEM 82.070312 1745294946.5459
MEM 82.070312 1745294946.5472
MEM 82.070312 1745294946.5484
MEM 82.070312 1745294946.5495
MEM 82.070312 1745294946.5525
MEM 82.070312 1745294946.5537
MEM 82.070312 1745294946.5548
MEM 82.070312 1745294946.5560
MEM 82.070312 1745294946.5575
MEM 82.070312 1745294946.5599
MEM 82.070312 1745294946.5611
MEM 82.070312 1745294946.5623
MEM 82.070312 1745294946.5636
MEM 82.070312 1745294946.5647
MEM 82.070312 1745294946.5659
MEM 82.070312 1745294946.5671
MEM 82.070312 1745294946.5706
MEM 82.070312 1745294946.5718
MEM 80.566406 1745294946.5729
MEM 80.566406 1745294946.5741
MEM 80.566406 1745294946.5752
MEM 80.566406 1745294946.5764
MEM 80.566406 1745294946.5775
MEM 80.566406 1745294946.5787
MEM 80.566406 1745294946.5798
MEM 80.566406 1745294946.5810
MEM 80.566406 1745294946.5821
MEM 80.566406 1745294946.5833
MEM 80.566406 1745294946.5844
MEM 80.566406 1745294946.5856
MEM 80.566406 1745294946.5867
MEM 80.566406 1745294946.5879
MEM 80.566406 1745294946.5890
MEM 80.566406 1745294946.5915
MEM 80.566406 1745294946.5926
MEM 80.566406 1745294946.5938
MEM 80.566406 1745294946.5949
MEM 80.566406 1745294946.5961
MEM 80.566406 1745294946.5972
MEM 80.566406 1745294946.5984
MEM 80.566406 1745294946.6001
MEM 80.566406 1745294946.6046
MEM 80.566406 1745294946.6058
MEM 80.566406 1745294946.6069
MEM 80.566406 1745294946.6081
MEM 80.566406 1745294946.6093
MEM 80.566406 1745294946.6104
MEM 80.566406 1745294946.6116
MEM 80.566406 1745294946.6127
MEM 80.566406 1745294946.6138
MEM 80.566406 1745294946.6149
MEM 80.566406 1745294946.6160
MEM 80.566406 1745294946.6171
MEM 80.566406 1745294946.6182
MEM 80.566406 1745294946.6194
MEM 80.566406 1745294946.6206
MEM 80.566406 1745294946.6218
MEM 80.566406 1745294946.6229
MEM 80.566406 1745294946.6240
MEM 80.566406 1745294946.6252
MEM 80.566406 1745294946.6263
MEM 80.566406 1745294946.6274
MEM 80.566406 1745294946.6285
MEM 80.566406 1745294946.6296
MEM 80.566406 1745294946.6308
MEM 80.566406 1745294946.6319
MEM 80.566406 1745294946.6330
MEM 80.566406 1745294946.6341
MEM 80.566406 1745294946.6352
MEM 80.566406 1745294946.6363
MEM 80.566406 1745294946.6374
MEM 80.566406 1745294946.6385
MEM 80.566406 1745294946.6396
MEM 80.566406 1745294946.6407
MEM 80.566406 1745294946.6418
MEM 80.566406 1745294946.6429
MEM 80.566406 1745294946.6440
MEM 80.566406 1745294946.6451
MEM 80.566406 1745294946.6462
MEM 80.566406 1745294946.6474
MEM 80.566406 1745294946.6485
MEM 80.566406 1745294946.6497
MEM 80.566406 1745294946.6518
MEM 80.566406 1745294946.6529
MEM 80.566406 1745294946.6540
MEM 80.566406 1745294946.6551
MEM 80.566406 1745294946.6563
MEM 80.566406 1745294946.6573
MEM 80.566406 1745294946.6584
MEM 80.566406 1745294946.6595
MEM 80.566406 1745294946.6606
MEM 80.566406 1745294946.6625
MEM 80.566406 1745294946.6636
MEM 80.566406 1745294946.6648
MEM 80.566406 1745294946.6659
MEM 80.566406 1745294946.6671
MEM 80.566406 1745294946.6682
MEM 80.566406 1745294946.6693
MEM 80.566406 1745294946.6704
MEM 80.566406 1745294946.6734
MEM 80.566406 1745294946.6746
MEM 80.566406 1745294946.6758
MEM 80.566406 1745294946.6771
MEM 80.566406 1745294946.6784
MEM 80.566406 1745294946.6796
MEM 80.566406 1745294946.6807
MEM 80.566406 1745294946.6818
MEM 80.566406 1745294946.6829
MEM 80.566406 1745294946.6840
MEM 80.566406 1745294946.6851
MEM 80.566406 1745294946.6862
MEM 80.566406 1745294946.6874
MEM 80.566406 1745294946.6885
MEM 80.566406 1745294946.6896
MEM 80.566406 1745294946.6907
MEM 80.566406 1745294946.6976
MEM 80.566406 1745294946.6989
MEM 80.566406 1745294946.7005
MEM 80.566406 1745294946.7025
MEM 80.566406 1745294946.7037
MEM 80.566406 1745294946.7049
MEM 80.566406 1745294946.7060
MEM 80.566406 1745294946.7071
MEM 80.566406 1745294946.7083
MEM 80.566406 1745294946.7098
MEM 80.566406 1745294946.7110
MEM 80.566406 1745294946.7121
MEM 80.566406 1745294946.7132
MEM 80.566406 1745294946.7144
MEM 80.566406 1745294946.7156
MEM 80.566406 1745294946.7167
MEM 80.566406 1745294946.7179
MEM 80.566406 1745294946.7192
MEM 80.566406 1745294946.7204
MEM 80.566406 1745294946.7217
MEM 80.566406 1745294946.7234
MEM 80.566406 1745294946.7246
MEM 80.566406 1745294946.7257
MEM 80.566406 1745294946.7268
MEM 80.566406 1745294946.7279
MEM 80.566406 1745294946.7290
MEM 80.566406 1745294946.7301
MEM 80.566406 1745294946.7313
MEM 80.566406 1745294946.7324
MEM 80.566406 1745294946.7351
MEM 80.566406 1745294946.7363
MEM 80.566406 1745294946.7375
MEM 80.566406 1745294946.7386
MEM 80.566406 1745294946.7398
MEM 80.566406 1745294946.7410
MEM 80.566406 1745294946.7423
MEM 80.566406 1745294946.7435
MEM 80.566406 1745294946.7447
MEM 80.566406 1745294946.7458
MEM 80.566406 1745294946.7470
MEM 80.566406 1745294946.7481
MEM 80.566406 1745294946.7515
MEM 80.566406 1745294946.7527
MEM 80.566406 1745294946.7552
MEM 80.566406 1745294946.7565
MEM 80.566406 1745294946.7576
MEM 80.566406 1745294946.7588
MEM 80.566406 1745294946.7599
MEM 80.566406 1745294946.7611
MEM 80.566406 1745294946.7623
MEM 80.566406 1745294946.7634
MEM 80.566406 1745294946.7646
MEM 80.566406 1745294946.7657
MEM 80.566406 1745294946.7669
MEM 80.566406 1745294946.7681
MEM 80.566406 1745294946.7706
MEM 80.566406 1745294946.7718
MEM 80.566406 1745294946.7730
MEM 80.566406 1745294946.7743
MEM 80.566406 1745294946.7754
MEM 80.566406 1745294946.7766
MEM 80.566406 1745294946.7777
MEM 80.566406 1745294946.7790
MEM 80.566406 1745294946.7802
MEM 80.566406 1745294946.7813
MEM 80.566406 1745294946.7824
MEM 80.566406 1745294946.7836
MEM 80.566406 1745294946.7848
MEM 80.566406 1745294946.7859
MEM 80.566406 1745294946.7871
MEM 80.566406 1745294946.7916
MEM 80.566406 1745294946.7929
MEM 80.566406 1745294946.7941
MEM 80.566406 1745294946.7952
MEM 80.566406 1745294946.7964
MEM 80.566406 1745294946.7975
MEM 80.566406 1745294946.7987
MEM 80.566406 1745294946.7998
MEM 80.566406 1745294946.8009
MEM 80.566406 1745294946.8021
MEM 80.566406 1745294946.8032
MEM 80.566406 1745294946.8043
MEM 79.593750 1745294946.8054
MEM 78.675781 1745294946.8066
MEM 0.000000 1745294946.8077
MEM 0.000000 1745294946.8088
MEM 0.000000 1745294946.8100
MEM 0.000000 1745294946.8111
MEM 0.000000 1745294946.8122
