CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/74.py
MEM 254.691406 1745294947.0732
MEM 254.847656 1745294947.0743
MEM 254.847656 1745294947.0754
MEM 254.847656 1745294947.0766
MEM 254.847656 1745294947.0777
MEM 254.847656 1745294947.0788
MEM 255.003906 1745294947.0800
MEM 255.003906 1745294947.0811
MEM 255.003906 1745294947.0823
MEM 255.003906 1745294947.0834
MEM 255.003906 1745294947.0846
MEM 255.003906 1745294947.0857
MEM 255.003906 1745294947.0869
MEM 255.003906 1745294947.0880
MEM 255.003906 1745294947.0892
MEM 255.003906 1745294947.0904
MEM 255.003906 1745294947.0915
MEM 255.003906 1745294947.0927
MEM 255.003906 1745294947.0939
MEM 255.003906 1745294947.0950
MEM 255.003906 1745294947.0962
MEM 255.003906 1745294947.0974
MEM 255.003906 1745294947.0985
MEM 255.003906 1745294947.0997
MEM 255.003906 1745294947.1009
MEM 255.003906 1745294947.1021
MEM 255.003906 1745294947.1032
MEM 255.003906 1745294947.1044
MEM 255.003906 1745294947.1055
MEM 255.003906 1745294947.1067
MEM 255.003906 1745294947.1078
MEM 255.472656 1745294947.1090
MEM 255.472656 1745294947.1101
MEM 255.472656 1745294947.1113
MEM 255.941406 1745294947.1124
MEM 256.722656 1745294947.1136
MEM 256.722656 1745294947.1148
MEM 256.722656 1745294947.1160
MEM 256.722656 1745294947.1171
MEM 256.722656 1745294947.1183
MEM 256.722656 1745294947.1195
MEM 256.722656 1745294947.1207
MEM 257.347656 1745294947.1218
MEM 257.660156 1745294947.1229
MEM 257.660156 1745294947.1240
MEM 257.816406 1745294947.1251
MEM 257.816406 1745294947.1262
MEM 257.816406 1745294947.1272
MEM 257.972656 1745294947.1284
MEM 257.972656 1745294947.1295
MEM 257.972656 1745294947.1307
MEM 257.972656 1745294947.1319
MEM 258.128906 1745294947.1332
MEM 258.285156 1745294947.1344
MEM 258.441406 1745294947.1356
MEM 258.597656 1745294947.1369
MEM 258.753906 1745294947.1381
MEM 258.910156 1745294947.1394
MEM 259.066406 1745294947.1406
MEM 260.941406 1745294947.1419
MEM 261.878906 1745294947.1432
MEM 262.660156 1745294947.1445
MEM 262.972656 1745294947.1457
MEM 262.972656 1745294947.1470
MEM 262.972656 1745294947.1483
MEM 262.972656 1745294947.1496
MEM 262.972656 1745294947.1509
MEM 263.128906 1745294947.1522
MEM 263.128906 1745294947.1535
MEM 263.128906 1745294947.1547
MEM 263.128906 1745294947.1559
MEM 263.128906 1745294947.1571
MEM 261.187500 1745294947.1585
MEM 257.250000 1745294947.1597
MEM 255.281250 1745294947.1609
MEM 255.281250 1745294947.1623
MEM 255.281250 1745294947.1636
MEM 243.203125 1745294947.1649
MEM 243.203125 1745294947.1662
MEM 243.203125 1745294947.1676
MEM 243.203125 1745294947.1688
MEM 243.203125 1745294947.1700
MEM 240.277344 1745294947.1714
MEM 228.464844 1745294947.1726
MEM 220.496094 1745294947.1738
MEM 220.496094 1745294947.1750
MEM 220.496094 1745294947.1764
MEM 220.496094 1745294947.1776
MEM 220.496094 1745294947.1789
MEM 220.496094 1745294947.1801
MEM 220.496094 1745294947.1815
MEM 220.496094 1745294947.1827
MEM 220.496094 1745294947.1839
MEM 220.496094 1745294947.1852
MEM 220.496094 1745294947.1866
MEM 220.496094 1745294947.1877
MEM 220.496094 1745294947.1890
MEM 220.496094 1745294947.1903
MEM 220.496094 1745294947.1916
MEM 220.496094 1745294947.1928
MEM 220.496094 1745294947.1942
MEM 220.496094 1745294947.1955
MEM 215.546875 1745294947.1968
MEM 215.546875 1745294947.1980
MEM 215.546875 1745294947.1993
MEM 215.546875 1745294947.2006
MEM 215.546875 1745294947.2018
MEM 215.546875 1745294947.2031
MEM 215.546875 1745294947.2044
MEM 215.546875 1745294947.2057
MEM 215.546875 1745294947.2069
MEM 215.546875 1745294947.2082
MEM 215.546875 1745294947.2096
MEM 215.546875 1745294947.2108
MEM 215.546875 1745294947.2120
MEM 215.546875 1745294947.2134
MEM 215.546875 1745294947.2146
MEM 215.546875 1745294947.2158
MEM 215.546875 1745294947.2172
MEM 215.546875 1745294947.2185
MEM 215.546875 1745294947.2197
MEM 215.546875 1745294947.2210
MEM 215.546875 1745294947.2224
MEM 215.546875 1745294947.2237
MEM 215.546875 1745294947.2249
MEM 215.546875 1745294947.2263
MEM 215.546875 1745294947.2277
MEM 215.546875 1745294947.2289
MEM 215.546875 1745294947.2301
MEM 215.546875 1745294947.2315
MEM 215.546875 1745294947.2327
MEM 215.546875 1745294947.2339
MEM 215.546875 1745294947.2352
MEM 215.546875 1745294947.2365
MEM 215.546875 1745294947.2377
MEM 215.546875 1745294947.2390
MEM 215.546875 1745294947.2402
MEM 215.546875 1745294947.2414
MEM 215.546875 1745294947.2426
MEM 215.546875 1745294947.2438
MEM 215.546875 1745294947.2450
MEM 215.546875 1745294947.2462
MEM 215.546875 1745294947.2474
MEM 215.546875 1745294947.2485
MEM 215.546875 1745294947.2497
MEM 215.546875 1745294947.2509
MEM 215.546875 1745294947.2521
MEM 215.546875 1745294947.2534
MEM 215.546875 1745294947.2545
MEM 215.546875 1745294947.2557
MEM 215.546875 1745294947.2569
MEM 215.546875 1745294947.2581
MEM 215.546875 1745294947.2592
MEM 215.546875 1745294947.2605
MEM 215.546875 1745294947.2616
MEM 215.546875 1745294947.2628
MEM 215.546875 1745294947.2639
MEM 215.546875 1745294947.2650
MEM 215.546875 1745294947.2662
MEM 215.546875 1745294947.2674
MEM 215.546875 1745294947.2686
MEM 215.546875 1745294947.2697
MEM 215.546875 1745294947.2709
MEM 215.546875 1745294947.2721
MEM 215.546875 1745294947.2733
MEM 215.546875 1745294947.2746
MEM 215.546875 1745294947.2757
MEM 215.546875 1745294947.2769
MEM 215.546875 1745294947.2781
MEM 215.546875 1745294947.2793
MEM 215.546875 1745294947.2805
MEM 215.546875 1745294947.2817
MEM 215.546875 1745294947.2828
MEM 214.765625 1745294947.2841
MEM 0.000000 1745294947.2853
MEM 0.000000 1745294947.2865
MEM 0.000000 1745294947.2877
MEM 0.000000 1745294947.2888
MEM 0.000000 1745294947.2899
MEM 0.000000 1745294947.2911
MEM 0.000000 1745294947.2922
MEM 0.000000 1745294947.2935
MEM 0.000000 1745294947.2946
MEM 0.000000 1745294947.2957
MEM 0.000000 1745294947.2969
