CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/878.py
MEM 4.812500 1745297048.2828
MEM 5.332031 1745297048.2840
MEM 5.332031 1745297048.2852
MEM 5.332031 1745297048.2863
MEM 5.332031 1745297048.2875
MEM 5.332031 1745297048.2886
MEM 5.332031 1745297048.2898
MEM 6.226562 1745297048.2910
MEM 6.562500 1745297048.2921
MEM 7.062500 1745297048.2933
MEM 7.218750 1745297048.2945
MEM 7.554688 1745297048.2956
MEM 7.742188 1745297048.2968
MEM 7.742188 1745297048.2980
MEM 7.742188 1745297048.2992
MEM 8.085938 1745297048.3003
MEM 8.242188 1745297048.3015
MEM 8.398438 1745297048.3027
MEM 8.554688 1745297048.3063
MEM 8.710938 1745297048.3080
MEM 9.023438 1745297048.3104
MEM 9.023438 1745297048.3127
MEM 9.335938 1745297048.3139
MEM 9.492188 1745297048.3151
MEM 9.492188 1745297048.3163
MEM 9.648438 1745297048.3175
MEM 9.648438 1745297048.3187
MEM 9.648438 1745297048.3198
MEM 9.648438 1745297048.3210
MEM 9.648438 1745297048.3221
MEM 9.648438 1745297048.3234
MEM 9.648438 1745297048.3245
MEM 9.804688 1745297048.3257
MEM 9.960938 1745297048.3269
MEM 9.960938 1745297048.3287
MEM 10.281250 1745297048.3299
MEM 10.437500 1745297048.3311
MEM 10.593750 1745297048.3322
MEM 11.093750 1745297048.3334
MEM 11.093750 1745297048.3345
MEM 11.093750 1745297048.3357
MEM 11.421875 1745297048.3368
MEM 11.421875 1745297048.3381
MEM 11.890625 1745297048.3394
MEM 14.117188 1745297048.3416
MEM 14.765625 1745297048.3428
MEM 14.765625 1745297048.3464
MEM 15.921875 1745297048.3476
MEM 16.078125 1745297048.3487
MEM 16.234375 1745297048.3499
MEM 16.390625 1745297048.3511
MEM 16.546875 1745297048.3523
MEM 16.546875 1745297048.3535
MEM 16.703125 1745297048.3546
MEM 16.867188 1745297048.3558
MEM 16.867188 1745297048.3569
MEM 17.023438 1745297048.3586
MEM 17.335938 1745297048.3597
MEM 17.648438 1745297048.3609
MEM 17.648438 1745297048.3620
MEM 17.648438 1745297048.3632
MEM 18.429688 1745297048.3678
MEM 18.585938 1745297048.3689
MEM 18.742188 1745297048.3701
MEM 18.898438 1745297048.3712
MEM 19.402344 1745297048.3724
MEM 19.402344 1745297048.3736
MEM 19.558594 1745297048.3748
MEM 19.714844 1745297048.3759
MEM 19.910156 1745297048.3771
MEM 20.382812 1745297048.3783
MEM 20.382812 1745297048.3794
MEM 20.382812 1745297048.3809
MEM 20.539062 1745297048.3821
MEM 20.539062 1745297048.3833
MEM 20.695312 1745297048.3844
MEM 20.851562 1745297048.3856
MEM 21.167969 1745297048.3867
MEM 21.167969 1745297048.3879
MEM 21.324219 1745297048.3890
MEM 21.636719 1745297048.3904
MEM 21.792969 1745297048.3916
MEM 22.261719 1745297048.3945
MEM 22.261719 1745297048.3957
MEM 22.417969 1745297048.3969
MEM 22.417969 1745297048.3980
MEM 22.417969 1745297048.3992
MEM 22.417969 1745297048.4008
MEM 22.417969 1745297048.4021
MEM 22.417969 1745297048.4032
MEM 23.355469 1745297048.4076
MEM 23.511719 1745297048.4088
MEM 23.511719 1745297048.4099
MEM 23.511719 1745297048.4111
MEM 23.511719 1745297048.4123
MEM 23.667969 1745297048.4137
MEM 23.667969 1745297048.4149
MEM 23.667969 1745297048.4161
MEM 23.667969 1745297048.4172
MEM 23.667969 1745297048.4184
MEM 23.667969 1745297048.4195
MEM 23.667969 1745297048.4207
MEM 23.667969 1745297048.4221
MEM 23.824219 1745297048.4233
MEM 24.136719 1745297048.4245
MEM 24.136719 1745297048.4256
MEM 24.136719 1745297048.4268
MEM 24.136719 1745297048.4282
MEM 24.292969 1745297048.4295
MEM 24.449219 1745297048.4347
MEM 24.449219 1745297048.4359
MEM 24.449219 1745297048.4371
MEM 24.605469 1745297048.4382
MEM 24.605469 1745297048.4393
MEM 25.128906 1745297048.4404
MEM 25.128906 1745297048.4415
MEM 25.128906 1745297048.4427
MEM 25.128906 1745297048.4439
MEM 25.285156 1745297048.4450
MEM 25.285156 1745297048.4462
MEM 25.285156 1745297048.4473
MEM 25.285156 1745297048.4484
MEM 25.285156 1745297048.4499
MEM 25.285156 1745297048.4510
MEM 25.441406 1745297048.4522
MEM 25.441406 1745297048.4534
MEM 25.597656 1745297048.4545
MEM 25.597656 1745297048.4557
MEM 25.597656 1745297048.4568
MEM 25.597656 1745297048.4580
MEM 25.910156 1745297048.4593
MEM 25.910156 1745297048.4606
MEM 26.066406 1745297048.4617
MEM 26.222656 1745297048.4628
MEM 26.222656 1745297048.4640
MEM 26.222656 1745297048.4652
MEM 26.222656 1745297048.4665
MEM 26.535156 1745297048.4679
MEM 26.535156 1745297048.4691
MEM 26.535156 1745297048.4702
MEM 26.535156 1745297048.4736
MEM 26.535156 1745297048.4748
MEM 26.535156 1745297048.4759
MEM 26.535156 1745297048.4772
MEM 26.691406 1745297048.4785
MEM 26.691406 1745297048.4797
MEM 26.847656 1745297048.4808
MEM 26.847656 1745297048.4820
MEM 26.847656 1745297048.4831
MEM 26.847656 1745297048.4842
MEM 26.847656 1745297048.4854
MEM 27.003906 1745297048.4865
MEM 27.003906 1745297048.4877
MEM 27.003906 1745297048.4889
MEM 27.003906 1745297048.4905
MEM 27.003906 1745297048.4917
MEM 27.003906 1745297048.4930
MEM 27.160156 1745297048.4942
MEM 27.160156 1745297048.4954
MEM 27.316406 1745297048.4965
MEM 27.316406 1745297048.4976
MEM 27.316406 1745297048.4988
MEM 27.316406 1745297048.4999
MEM 27.316406 1745297048.5011
MEM 27.628906 1745297048.5035
MEM 27.808594 1745297048.5046
MEM 27.964844 1745297048.5058
MEM 27.964844 1745297048.5082
MEM 27.964844 1745297048.5094
MEM 27.964844 1745297048.5109
MEM 28.121094 1745297048.5121
MEM 28.121094 1745297048.5133
MEM 28.121094 1745297048.5144
MEM 28.121094 1745297048.5176
MEM 28.277344 1745297048.5188
MEM 28.277344 1745297048.5200
MEM 28.277344 1745297048.5211
MEM 28.277344 1745297048.5223
MEM 28.277344 1745297048.5234
MEM 28.277344 1745297048.5246
MEM 28.277344 1745297048.5258
MEM 28.277344 1745297048.5270
MEM 28.433594 1745297048.5284
MEM 28.433594 1745297048.5296
MEM 28.433594 1745297048.5309
MEM 28.433594 1745297048.5320
MEM 28.433594 1745297048.5332
MEM 28.589844 1745297048.5343
MEM 28.902344 1745297048.5355
MEM 28.902344 1745297048.5367
MEM 28.902344 1745297048.5396
MEM 29.058594 1745297048.5408
MEM 29.058594 1745297048.5419
MEM 29.058594 1745297048.5431
MEM 29.058594 1745297048.5442
MEM 29.058594 1745297048.5454
MEM 29.214844 1745297048.5465
MEM 29.214844 1745297048.5477
MEM 29.214844 1745297048.5488
MEM 29.214844 1745297048.5500
MEM 29.371094 1745297048.5512
MEM 29.371094 1745297048.5523
MEM 31.015625 1745297048.5534
MEM 31.015625 1745297048.5546
MEM 31.378906 1745297048.5558
MEM 31.535156 1745297048.5575
MEM 31.535156 1745297048.5587
MEM 31.535156 1745297048.5598
MEM 31.535156 1745297048.5627
MEM 31.535156 1745297048.5638
MEM 31.691406 1745297048.5650
MEM 31.691406 1745297048.5661
MEM 31.847656 1745297048.5673
MEM 31.847656 1745297048.5685
MEM 31.847656 1745297048.5696
MEM 31.847656 1745297048.5708
MEM 31.847656 1745297048.5719
MEM 31.847656 1745297048.5744
MEM 32.160156 1745297048.5756
MEM 32.160156 1745297048.5768
MEM 32.628906 1745297048.5781
MEM 32.628906 1745297048.5794
MEM 32.628906 1745297048.5806
MEM 32.628906 1745297048.5818
MEM 32.785156 1745297048.5829
MEM 32.785156 1745297048.5841
MEM 32.785156 1745297048.5853
MEM 32.941406 1745297048.5864
MEM 33.097656 1745297048.5876
MEM 33.253906 1745297048.5887
MEM 33.253906 1745297048.5899
