CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/162.py
MEM 4.816406 1745297048.4217
MEM 5.523438 1745297048.4231
MEM 5.523438 1745297048.4243
MEM 5.523438 1745297048.4255
MEM 5.523438 1745297048.4267
MEM 5.523438 1745297048.4278
MEM 5.707031 1745297048.4290
MEM 6.566406 1745297048.4302
MEM 7.066406 1745297048.4317
MEM 7.066406 1745297048.4341
MEM 7.222656 1745297048.4352
MEM 7.222656 1745297048.4364
MEM 7.558594 1745297048.4375
MEM 7.558594 1745297048.4387
MEM 7.558594 1745297048.4398
MEM 7.558594 1745297048.4409
MEM 7.746094 1745297048.4420
MEM 8.089844 1745297048.4432
MEM 8.089844 1745297048.4443
MEM 8.402344 1745297048.4454
MEM 8.402344 1745297048.4466
MEM 8.402344 1745297048.4477
MEM 8.402344 1745297048.4489
MEM 8.402344 1745297048.4500
MEM 8.558594 1745297048.4512
MEM 8.558594 1745297048.4523
MEM 8.558594 1745297048.4534
MEM 8.558594 1745297048.4546
MEM 9.183594 1745297048.4585
MEM 9.496094 1745297048.4597
MEM 9.496094 1745297048.4609
MEM 9.652344 1745297048.4620
MEM 9.652344 1745297048.4632
MEM 9.652344 1745297048.4643
MEM 9.652344 1745297048.4655
MEM 9.652344 1745297048.4666
MEM 9.652344 1745297048.4678
MEM 9.652344 1745297048.4690
MEM 9.652344 1745297048.4701
MEM 9.652344 1745297048.4713
MEM 9.808594 1745297048.4724
MEM 9.964844 1745297048.4736
MEM 9.964844 1745297048.4747
MEM 9.964844 1745297048.4759
MEM 9.964844 1745297048.4771
MEM 9.964844 1745297048.4782
MEM 9.964844 1745297048.4794
MEM 9.964844 1745297048.4805
MEM 10.167969 1745297048.4817
MEM 10.167969 1745297048.4828
MEM 10.167969 1745297048.4840
MEM 10.167969 1745297048.4853
MEM 10.636719 1745297048.4905
MEM 10.636719 1745297048.4917
MEM 10.792969 1745297048.4929
MEM 10.949219 1745297048.4941
MEM 10.949219 1745297048.4952
MEM 10.949219 1745297048.4964
MEM 10.949219 1745297048.4976
MEM 10.949219 1745297048.4987
MEM 11.261719 1745297048.4999
MEM 11.421875 1745297048.5010
MEM 11.421875 1745297048.5022
MEM 11.890625 1745297048.5033
MEM 11.890625 1745297048.5045
MEM 11.890625 1745297048.5057
MEM 11.890625 1745297048.5068
MEM 11.890625 1745297048.5080
MEM 12.957031 1745297048.5091
MEM 14.464844 1745297048.5103
MEM 14.621094 1745297048.5115
MEM 14.621094 1745297048.5145
MEM 15.308594 1745297048.5156
MEM 15.621094 1745297048.5168
MEM 15.777344 1745297048.5180
MEM 15.933594 1745297048.5192
MEM 15.933594 1745297048.5203
MEM 16.089844 1745297048.5215
MEM 16.246094 1745297048.5227
MEM 16.246094 1745297048.5238
MEM 16.402344 1745297048.5250
MEM 16.402344 1745297048.5261
MEM 16.722656 1745297048.5273
MEM 16.722656 1745297048.5285
MEM 16.722656 1745297048.5296
MEM 16.878906 1745297048.5308
MEM 17.503906 1745297048.5375
MEM 17.660156 1745297048.5386
MEM 17.660156 1745297048.5398
MEM 17.816406 1745297048.5410
MEM 18.128906 1745297048.5422
MEM 18.285156 1745297048.5433
MEM 18.441406 1745297048.5445
MEM 18.441406 1745297048.5456
MEM 18.597656 1745297048.5468
MEM 18.753906 1745297048.5480
MEM 19.101562 1745297048.5491
MEM 19.257812 1745297048.5503
MEM 19.257812 1745297048.5515
MEM 19.414062 1745297048.5526
MEM 19.570312 1745297048.5538
MEM 19.765625 1745297048.5550
MEM 19.921875 1745297048.5562
MEM 20.078125 1745297048.5573
MEM 20.238281 1745297048.5585
MEM 20.238281 1745297048.5597
MEM 20.707031 1745297048.5655
MEM 21.179688 1745297048.5695
MEM 21.492188 1745297048.5706
MEM 21.492188 1745297048.5718
MEM 21.648438 1745297048.5729
MEM 21.804688 1745297048.5741
MEM 22.117188 1745297048.5753
MEM 22.117188 1745297048.5764
MEM 22.117188 1745297048.5776
MEM 22.117188 1745297048.5788
MEM 22.117188 1745297048.5799
MEM 22.273438 1745297048.5811
MEM 22.273438 1745297048.5823
MEM 22.429688 1745297048.5834
MEM 22.585938 1745297048.5846
MEM 23.054688 1745297048.5857
MEM 23.054688 1745297048.5869
MEM 23.054688 1745297048.5881
MEM 23.367188 1745297048.5892
MEM 23.367188 1745297048.5904
MEM 23.367188 1745297048.5916
MEM 23.523438 1745297048.5927
MEM 23.523438 1745297048.5939
MEM 23.992188 1745297048.5975
MEM 24.148438 1745297048.5987
MEM 24.304688 1745297048.5998
MEM 24.304688 1745297048.6010
MEM 24.304688 1745297048.6022
MEM 24.460938 1745297048.6033
MEM 24.460938 1745297048.6045
MEM 24.785156 1745297048.6057
MEM 24.785156 1745297048.6069
MEM 24.785156 1745297048.6080
MEM 24.941406 1745297048.6115
MEM 25.097656 1745297048.6127
MEM 25.410156 1745297048.6138
MEM 25.722656 1745297048.6150
MEM 25.722656 1745297048.6162
MEM 25.878906 1745297048.6174
MEM 26.203125 1745297048.6185
MEM 26.359375 1745297048.6197
MEM 26.359375 1745297048.6209
MEM 26.515625 1745297048.6220
MEM 26.515625 1745297048.6232
MEM 26.671875 1745297048.6244
MEM 26.984375 1745297048.6295
MEM 26.984375 1745297048.6307
MEM 26.984375 1745297048.6319
MEM 27.140625 1745297048.6330
MEM 27.296875 1745297048.6342
MEM 27.296875 1745297048.6353
MEM 27.453125 1745297048.6365
MEM 27.609375 1745297048.6377
MEM 27.609375 1745297048.6388
MEM 27.609375 1745297048.6400
MEM 27.765625 1745297048.6411
MEM 27.921875 1745297048.6445
MEM 27.921875 1745297048.6457
MEM 27.921875 1745297048.6468
MEM 27.921875 1745297048.6480
MEM 28.078125 1745297048.6491
MEM 28.078125 1745297048.6503
MEM 28.078125 1745297048.6514
MEM 28.234375 1745297048.6526
MEM 28.234375 1745297048.6537
MEM 28.546875 1745297048.6549
MEM 28.703125 1745297048.6560
MEM 28.703125 1745297048.6572
MEM 28.859375 1745297048.6583
MEM 29.015625 1745297048.6595
MEM 29.015625 1745297048.6607
MEM 29.015625 1745297048.6618
MEM 29.015625 1745297048.6629
MEM 30.113281 1745297048.6641
MEM 31.375000 1745297048.6653
MEM 31.531250 1745297048.6664
MEM 31.531250 1745297048.6676
MEM 31.531250 1745297048.6687
MEM 31.687500 1745297048.6698
MEM 32.156250 1745297048.6745
MEM 32.312500 1745297048.6756
MEM 32.625000 1745297048.6768
MEM 32.625000 1745297048.6780
MEM 32.781250 1745297048.6793
MEM 32.781250 1745297048.6805
MEM 33.093750 1745297048.6818
MEM 33.250000 1745297048.6829
MEM 33.250000 1745297048.6840
MEM 33.250000 1745297048.6852
MEM 33.250000 1745297048.6863
MEM 33.250000 1745297048.6875
MEM 33.562500 1745297048.6886
MEM 33.718750 1745297048.6898
