CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/1064.py
MEM 3.226562 1745297048.5157
MEM 4.207031 1745297048.5169
MEM 4.691406 1745297048.5181
MEM 5.367188 1745297048.5192
MEM 6.441406 1745297048.5204
MEM 6.597656 1745297048.5216
MEM 7.964844 1745297048.5265
MEM 8.121094 1745297048.5277
MEM 8.277344 1745297048.5288
MEM 8.589844 1745297048.5300
MEM 8.746094 1745297048.5312
MEM 8.902344 1745297048.5323
MEM 9.058594 1745297048.5335
MEM 9.371094 1745297048.5346
MEM 9.527344 1745297048.5358
MEM 9.527344 1745297048.5369
MEM 9.683594 1745297048.5381
MEM 9.839844 1745297048.5393
MEM 9.996094 1745297048.5404
MEM 9.996094 1745297048.5416
MEM 10.203125 1745297048.5427
MEM 10.359375 1745297048.5439
MEM 10.515625 1745297048.5450
MEM 10.671875 1745297048.5462
MEM 10.984375 1745297048.5474
MEM 10.984375 1745297048.5485
MEM 10.984375 1745297048.5497
MEM 11.296875 1745297048.5508
MEM 11.457031 1745297048.5520
MEM 11.457031 1745297048.5532
MEM 11.925781 1745297048.5543
MEM 12.277344 1745297048.5555
MEM 14.031250 1745297048.5566
MEM 14.695312 1745297048.5578
MEM 14.695312 1745297048.5589
MEM 15.046875 1745297048.5601
MEM 15.445312 1745297048.5613
MEM 15.914062 1745297048.5625
MEM 16.070312 1745297048.5636
MEM 16.382812 1745297048.5675
MEM 16.539062 1745297048.5687
MEM 16.539062 1745297048.5699
MEM 16.859375 1745297048.5710
MEM 16.859375 1745297048.5722
MEM 16.859375 1745297048.5734
MEM 17.015625 1745297048.5745
MEM 17.171875 1745297048.5757
MEM 17.484375 1745297048.5769
MEM 17.640625 1745297048.5780
MEM 17.640625 1745297048.5792
MEM 17.640625 1745297048.5804
MEM 17.796875 1745297048.5816
MEM 17.953125 1745297048.5827
MEM 18.109375 1745297048.5839
MEM 18.578125 1745297048.5861
MEM 18.578125 1745297048.5873
MEM 18.734375 1745297048.5885
MEM 18.890625 1745297048.5896
MEM 19.203125 1745297048.5908
MEM 19.394531 1745297048.5919
MEM 19.394531 1745297048.5931
MEM 19.550781 1745297048.5943
MEM 20.058594 1745297048.5975
MEM 20.214844 1745297048.5987
MEM 20.375000 1745297048.5998
MEM 20.375000 1745297048.6010
MEM 20.531250 1745297048.6022
MEM 20.531250 1745297048.6033
MEM 20.531250 1745297048.6045
MEM 20.687500 1745297048.6056
MEM 21.000000 1745297048.6068
MEM 21.160156 1745297048.6079
MEM 21.160156 1745297048.6091
MEM 21.316406 1745297048.6102
MEM 21.628906 1745297048.6114
MEM 21.785156 1745297048.6125
MEM 22.253906 1745297048.6165
MEM 22.253906 1745297048.6177
MEM 22.410156 1745297048.6188
MEM 22.410156 1745297048.6200
MEM 22.410156 1745297048.6212
MEM 22.566406 1745297048.6224
MEM 22.722656 1745297048.6235
MEM 22.878906 1745297048.6247
MEM 23.191406 1745297048.6259
MEM 23.347656 1745297048.6270
MEM 23.347656 1745297048.6282
MEM 23.660156 1745297048.6294
MEM 23.660156 1745297048.6305
MEM 23.660156 1745297048.6317
MEM 23.660156 1745297048.6328
MEM 23.660156 1745297048.6340
MEM 23.816406 1745297048.6352
MEM 23.972656 1745297048.6363
MEM 24.285156 1745297048.6375
MEM 24.441406 1745297048.6387
MEM 24.441406 1745297048.6398
MEM 24.441406 1745297048.6410
MEM 24.597656 1745297048.6425
MEM 25.273438 1745297048.6465
MEM 25.273438 1745297048.6477
MEM 25.273438 1745297048.6488
MEM 25.273438 1745297048.6500
MEM 25.273438 1745297048.6512
MEM 25.273438 1745297048.6523
MEM 25.273438 1745297048.6535
MEM 25.429688 1745297048.6575
MEM 25.585938 1745297048.6587
MEM 25.742188 1745297048.6598
MEM 25.742188 1745297048.6610
MEM 25.898438 1745297048.6622
MEM 25.898438 1745297048.6633
MEM 26.054688 1745297048.6645
MEM 26.054688 1745297048.6657
MEM 26.054688 1745297048.6669
MEM 26.054688 1745297048.6680
MEM 26.210938 1745297048.6692
MEM 26.210938 1745297048.6704
MEM 26.367188 1745297048.6715
MEM 26.367188 1745297048.6727
MEM 26.523438 1745297048.6739
MEM 26.523438 1745297048.6785
MEM 26.523438 1745297048.6797
MEM 26.679688 1745297048.6808
MEM 26.835938 1745297048.6820
MEM 26.835938 1745297048.6832
MEM 26.835938 1745297048.6843
MEM 26.835938 1745297048.6855
MEM 26.992188 1745297048.6866
MEM 26.992188 1745297048.6878
MEM 26.992188 1745297048.6890
MEM 26.992188 1745297048.6901
MEM 27.148438 1745297048.6955
MEM 27.148438 1745297048.6967
MEM 27.148438 1745297048.6978
MEM 27.148438 1745297048.6990
MEM 27.148438 1745297048.7001
MEM 27.304688 1745297048.7013
MEM 27.304688 1745297048.7025
MEM 27.460938 1745297048.7036
MEM 27.460938 1745297048.7048
MEM 27.460938 1745297048.7059
MEM 27.460938 1745297048.7071
MEM 27.617188 1745297048.7082
MEM 27.617188 1745297048.7094
MEM 27.828125 1745297048.7106
MEM 27.828125 1745297048.7117
MEM 27.984375 1745297048.7129
MEM 27.984375 1745297048.7140
MEM 27.984375 1745297048.7152
MEM 28.140625 1745297048.7164
MEM 28.140625 1745297048.7175
MEM 28.140625 1745297048.7187
MEM 28.140625 1745297048.7198
MEM 28.296875 1745297048.7210
MEM 28.296875 1745297048.7222
MEM 28.296875 1745297048.7233
MEM 28.296875 1745297048.7245
MEM 28.453125 1745297048.7256
MEM 28.453125 1745297048.7268
MEM 28.765625 1745297048.7280
MEM 28.921875 1745297048.7291
MEM 29.078125 1745297048.7303
MEM 29.078125 1745297048.7314
MEM 29.234375 1745297048.7326
MEM 29.234375 1745297048.7338
MEM 29.234375 1745297048.7349
MEM 30.253906 1745297048.7361
MEM 31.218750 1745297048.7373
MEM 31.554688 1745297048.7405
MEM 31.710938 1745297048.7416
MEM 31.867188 1745297048.7428
MEM 32.023438 1745297048.7440
MEM 32.179688 1745297048.7451
MEM 32.179688 1745297048.7463
MEM 32.648438 1745297048.7474
MEM 32.648438 1745297048.7486
MEM 32.804688 1745297048.7497
MEM 32.960938 1745297048.7509
MEM 33.273438 1745297048.7520
MEM 33.273438 1745297048.7532
MEM 33.273438 1745297048.7544
MEM 33.273438 1745297048.7555
MEM 33.273438 1745297048.7567
MEM 33.585938 1745297048.7578
MEM 33.742188 1745297048.7590
MEM 33.898438 1745297048.7602
MEM 33.898438 1745297048.7613
MEM 34.054688 1745297048.7645
MEM 34.054688 1745297048.7656
MEM 34.761719 1745297048.7668
MEM 34.761719 1745297048.7680
MEM 34.917969 1745297048.7691
MEM 34.917969 1745297048.7703
MEM 34.917969 1745297048.7715
MEM 34.917969 1745297048.7726
MEM 35.074219 1745297048.7738
MEM 35.074219 1745297048.7749
MEM 35.074219 1745297048.7761
MEM 35.074219 1745297048.7772
MEM 35.230469 1745297048.7784
MEM 35.230469 1745297048.7795
MEM 35.386719 1745297048.7807
MEM 35.542969 1745297048.7819
MEM 36.132812 1745297048.7832
MEM 36.289062 1745297048.7852
MEM 36.289062 1745297048.7864
MEM 36.445312 1745297048.7875
MEM 36.445312 1745297048.7887
MEM 36.601562 1745297048.7899
MEM 36.601562 1745297048.7911
MEM 36.757812 1745297048.7926
MEM 36.914062 1745297048.7938
MEM 37.226562 1745297048.7975
MEM 37.226562 1745297048.7987
MEM 37.226562 1745297048.7998
MEM 37.382812 1745297048.8010
MEM 37.539062 1745297048.8022
MEM 37.539062 1745297048.8033
MEM 37.695312 1745297048.8045
MEM 37.851562 1745297048.8056
MEM 38.007812 1745297048.8068
MEM 38.164062 1745297048.8079
MEM 38.164062 1745297048.8091
MEM 38.164062 1745297048.8103
MEM 38.164062 1745297048.8114
MEM 38.320312 1745297048.8126
MEM 38.320312 1745297048.8138
MEM 38.320312 1745297048.8149
MEM 38.632812 1745297048.8161
MEM 38.789062 1745297048.8172
MEM 38.945312 1745297048.8184
MEM 38.945312 1745297048.8196
MEM 39.101562 1745297048.8207
MEM 39.257812 1745297048.8235
MEM 39.570312 1745297048.8249
MEM 39.726562 1745297048.8261
MEM 39.882812 1745297048.8272
MEM 39.882812 1745297048.8284
MEM 39.882812 1745297048.8296
MEM 39.882812 1745297048.8307
MEM 40.039062 1745297048.8319
MEM 40.195312 1745297048.8331
MEM 40.351562 1745297048.8342
MEM 40.558594 1745297048.8354
MEM 40.714844 1745297048.8366
MEM 40.871094 1745297048.8395
MEM 40.871094 1745297048.8407
MEM 41.027344 1745297048.8419
MEM 41.183594 1745297048.8430
MEM 41.339844 1745297048.8442
MEM 41.339844 1745297048.8454
MEM 41.500000 1745297048.8466
MEM 41.656250 1745297048.8477
MEM 41.656250 1745297048.8489
MEM 41.812500 1745297048.8501
MEM 41.812500 1745297048.8512
MEM 41.968750 1745297048.8524
MEM 42.125000 1745297048.8542
MEM 42.125000 1745297048.8553
MEM 42.125000 1745297048.8565
MEM 42.281250 1745297048.8577
MEM 42.281250 1745297048.8588
MEM 42.437500 1745297048.8607
MEM 42.593750 1745297048.8618
MEM 42.750000 1745297048.8630
MEM 42.906250 1745297048.8642
MEM 42.906250 1745297048.8653
MEM 43.375000 1745297048.8695
MEM 43.531250 1745297048.8707
MEM 43.687500 1745297048.8718
MEM 43.843750 1745297048.8730
MEM 43.843750 1745297048.8742
MEM 43.843750 1745297048.8753
MEM 44.000000 1745297048.8765
MEM 44.156250 1745297048.8776
MEM 44.156250 1745297048.8788
MEM 44.156250 1745297048.8799
MEM 44.312500 1745297048.8811
MEM 44.468750 1745297048.8823
MEM 44.468750 1745297048.8834
MEM 44.625000 1745297048.8846
MEM 44.781250 1745297048.8857
MEM 44.937500 1745297048.8868
MEM 44.937500 1745297048.8880
MEM 45.093750 1745297048.8891
MEM 45.250000 1745297048.8903
MEM 45.406250 1745297048.8915
MEM 46.250000 1745297048.8926
MEM 46.250000 1745297048.8938
MEM 46.250000 1745297048.8949
MEM 46.406250 1745297048.8961
MEM 46.406250 1745297048.8972
MEM 46.562500 1745297048.8984
MEM 46.562500 1745297048.8996
MEM 46.875000 1745297048.9035
MEM 47.031250 1745297048.9047
MEM 47.031250 1745297048.9059
MEM 47.031250 1745297048.9070
MEM 47.031250 1745297048.9082
MEM 47.031250 1745297048.9094
MEM 47.031250 1745297048.9106
MEM 47.187500 1745297048.9130
MEM 47.187500 1745297048.9142
MEM 47.187500 1745297048.9154
MEM 47.187500 1745297048.9165
MEM 47.343750 1745297048.9178
