CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/35.py
MEM 20.265625 1745297048.6194
MEM 20.421875 1745297048.6206
MEM 20.421875 1745297048.6218
MEM 20.578125 1745297048.6230
MEM 20.578125 1745297048.6242
MEM 20.578125 1745297048.6254
MEM 20.578125 1745297048.6266
MEM 20.890625 1745297048.6277
MEM 21.203125 1745297048.6289
MEM 21.203125 1745297048.6301
MEM 21.828125 1745297048.6345
MEM 21.984375 1745297048.6357
MEM 22.296875 1745297048.6369
MEM 22.296875 1745297048.6381
MEM 22.296875 1745297048.6392
MEM 22.296875 1745297048.6404
MEM 22.453125 1745297048.6416
MEM 22.453125 1745297048.6428
MEM 22.609375 1745297048.6440
MEM 22.765625 1745297048.6451
MEM 23.234375 1745297048.6463
MEM 23.390625 1745297048.6475
MEM 23.390625 1745297048.6486
MEM 23.546875 1745297048.6498
MEM 23.703125 1745297048.6510
MEM 23.703125 1745297048.6522
MEM 23.703125 1745297048.6534
MEM 23.703125 1745297048.6545
MEM 23.859375 1745297048.6557
MEM 24.328125 1745297048.6569
MEM 24.328125 1745297048.6581
MEM 24.484375 1745297048.6592
MEM 24.484375 1745297048.6604
MEM 24.640625 1745297048.6616
MEM 25.144531 1745297048.6665
MEM 25.144531 1745297048.6677
MEM 25.144531 1745297048.6689
MEM 25.300781 1745297048.6701
MEM 25.613281 1745297048.6712
MEM 25.613281 1745297048.6724
MEM 25.613281 1745297048.6736
MEM 25.613281 1745297048.6748
MEM 25.769531 1745297048.6760
MEM 25.925781 1745297048.6771
MEM 26.082031 1745297048.6783
MEM 26.082031 1745297048.6795
MEM 26.433594 1745297048.6807
MEM 26.589844 1745297048.6819
MEM 26.589844 1745297048.6830
MEM 26.746094 1745297048.6842
MEM 26.746094 1745297048.6854
MEM 26.746094 1745297048.6866
MEM 26.746094 1745297048.6878
MEM 26.746094 1745297048.6890
MEM 26.746094 1745297048.6901
MEM 26.902344 1745297048.6913
MEM 26.902344 1745297048.6925
MEM 26.902344 1745297048.6937
MEM 26.902344 1745297048.6948
MEM 27.058594 1745297048.6960
MEM 27.058594 1745297048.6972
MEM 27.058594 1745297048.6984
MEM 27.214844 1745297048.7025
MEM 27.214844 1745297048.7037
MEM 27.214844 1745297048.7049
MEM 27.214844 1745297048.7061
MEM 27.214844 1745297048.7073
MEM 27.371094 1745297048.7085
MEM 27.371094 1745297048.7097
MEM 27.527344 1745297048.7108
MEM 27.527344 1745297048.7120
MEM 27.683594 1745297048.7132
MEM 27.839844 1745297048.7144
MEM 27.839844 1745297048.7156
MEM 27.996094 1745297048.7168
MEM 27.996094 1745297048.7179
MEM 28.152344 1745297048.7192
MEM 28.152344 1745297048.7204
MEM 28.152344 1745297048.7215
MEM 28.152344 1745297048.7227
MEM 28.308594 1745297048.7239
MEM 28.308594 1745297048.7251
MEM 28.308594 1745297048.7263
MEM 28.933594 1745297048.7315
MEM 28.933594 1745297048.7327
MEM 29.089844 1745297048.7339
MEM 29.246094 1745297048.7351
MEM 29.246094 1745297048.7362
MEM 29.246094 1745297048.7374
MEM 29.402344 1745297048.7386
MEM 31.050781 1745297048.7398
MEM 31.558594 1745297048.7410
MEM 31.714844 1745297048.7422
MEM 31.714844 1745297048.7433
MEM 31.871094 1745297048.7445
MEM 32.027344 1745297048.7457
MEM 32.027344 1745297048.7469
MEM 32.183594 1745297048.7481
MEM 32.339844 1745297048.7492
MEM 32.652344 1745297048.7505
MEM 32.808594 1745297048.7516
MEM 32.964844 1745297048.7528
MEM 33.121094 1745297048.7540
MEM 33.277344 1745297048.7552
MEM 33.433594 1745297048.7564
MEM 33.433594 1745297048.7576
MEM 33.433594 1745297048.7587
MEM 33.433594 1745297048.7599
MEM 33.433594 1745297048.7611
MEM 33.902344 1745297048.7623
MEM 34.058594 1745297048.7634
MEM 34.058594 1745297048.7646
MEM 34.058594 1745297048.7658
MEM 34.214844 1745297048.7705
MEM 34.937500 1745297048.7717
MEM 35.093750 1745297048.7729
MEM 35.093750 1745297048.7741
MEM 35.093750 1745297048.7752
MEM 35.093750 1745297048.7764
MEM 35.250000 1745297048.7776
MEM 35.250000 1745297048.7788
MEM 35.250000 1745297048.7800
MEM 35.250000 1745297048.7812
MEM 35.250000 1745297048.7824
MEM 35.406250 1745297048.7835
MEM 35.562500 1745297048.7847
MEM 35.562500 1745297048.7859
MEM 36.613281 1745297048.7926
MEM 36.769531 1745297048.7938
MEM 36.769531 1745297048.7950
MEM 36.925781 1745297048.7961
MEM 37.082031 1745297048.7973
MEM 37.082031 1745297048.7985
MEM 37.394531 1745297048.8035
MEM 37.550781 1745297048.8049
MEM 37.707031 1745297048.8061
MEM 37.707031 1745297048.8073
MEM 37.863281 1745297048.8085
MEM 38.175781 1745297048.8097
MEM 38.175781 1745297048.8109
MEM 38.332031 1745297048.8121
MEM 38.332031 1745297048.8133
MEM 38.332031 1745297048.8145
MEM 38.488281 1745297048.8157
MEM 38.488281 1745297048.8169
MEM 38.488281 1745297048.8181
MEM 38.800781 1745297048.8193
MEM 38.957031 1745297048.8204
MEM 39.113281 1745297048.8216
MEM 39.113281 1745297048.8228
MEM 39.269531 1745297048.8240
MEM 39.425781 1745297048.8252
MEM 39.582031 1745297048.8264
MEM 39.894531 1745297048.8276
MEM 39.894531 1745297048.8288
MEM 40.050781 1745297048.8300
MEM 40.050781 1745297048.8312
MEM 40.050781 1745297048.8324
MEM 40.050781 1745297048.8343
MEM 40.207031 1745297048.8415
MEM 40.207031 1745297048.8433
MEM 40.207031 1745297048.8445
MEM 40.207031 1745297048.8457
MEM 40.207031 1745297048.8469
MEM 40.363281 1745297048.8481
MEM 40.675781 1745297048.8492
MEM 40.675781 1745297048.8504
MEM 40.675781 1745297048.8515
MEM 40.675781 1745297048.8527
MEM 40.832031 1745297048.8539
MEM 40.832031 1745297048.8551
MEM 40.832031 1745297048.8562
MEM 40.832031 1745297048.8574
MEM 40.832031 1745297048.8605
MEM 40.832031 1745297048.8625
MEM 40.832031 1745297048.8637
MEM 40.988281 1745297048.8649
MEM 41.144531 1745297048.8661
MEM 41.300781 1745297048.8673
MEM 41.621094 1745297048.8695
MEM 41.621094 1745297048.8707
MEM 41.777344 1745297048.8765
MEM 41.777344 1745297048.8777
MEM 41.777344 1745297048.8789
MEM 41.777344 1745297048.8801
MEM 41.933594 1745297048.8813
MEM 41.933594 1745297048.8825
MEM 42.089844 1745297048.8836
MEM 42.089844 1745297048.8848
MEM 42.089844 1745297048.8860
MEM 42.089844 1745297048.8872
MEM 42.246094 1745297048.8884
MEM 42.246094 1745297048.8895
MEM 42.246094 1745297048.8907
MEM 42.402344 1745297048.8919
MEM 42.402344 1745297048.8931
MEM 42.402344 1745297048.8943
MEM 42.402344 1745297048.8955
MEM 42.558594 1745297048.8968
MEM 42.714844 1745297048.8980
MEM 42.714844 1745297048.8992
MEM 42.714844 1745297048.9009
MEM 42.714844 1745297048.9021
MEM 42.714844 1745297048.9033
MEM 42.714844 1745297048.9045
MEM 42.714844 1745297048.9057
MEM 42.871094 1745297048.9069
MEM 43.027344 1745297048.9081
MEM 43.183594 1745297048.9116
MEM 43.183594 1745297048.9128
MEM 43.183594 1745297048.9140
MEM 43.183594 1745297048.9152
MEM 43.183594 1745297048.9164
MEM 43.183594 1745297048.9176
MEM 43.339844 1745297048.9188
MEM 43.496094 1745297048.9200
MEM 43.652344 1745297048.9211
MEM 43.652344 1745297048.9223
MEM 43.652344 1745297048.9235
MEM 43.652344 1745297048.9246
MEM 43.652344 1745297048.9258
MEM 43.652344 1745297048.9270
MEM 43.652344 1745297048.9281
MEM 43.652344 1745297048.9293
MEM 43.652344 1745297048.9305
MEM 43.808594 1745297048.9316
MEM 43.808594 1745297048.9328
MEM 43.808594 1745297048.9340
MEM 43.808594 1745297048.9351
MEM 43.808594 1745297048.9363
MEM 43.808594 1745297048.9375
MEM 43.808594 1745297048.9386
MEM 43.808594 1745297048.9398
MEM 43.964844 1745297048.9409
MEM 43.964844 1745297048.9421
MEM 43.964844 1745297048.9445
MEM 43.964844 1745297048.9457
MEM 44.121094 1745297048.9468
MEM 44.121094 1745297048.9480
MEM 44.121094 1745297048.9492
MEM 44.121094 1745297048.9503
MEM 44.121094 1745297048.9515
MEM 44.121094 1745297048.9526
MEM 44.121094 1745297048.9538
MEM 44.121094 1745297048.9550
MEM 44.121094 1745297048.9595
MEM 44.277344 1745297048.9607
MEM 44.277344 1745297048.9619
MEM 44.277344 1745297048.9631
MEM 44.277344 1745297048.9642
MEM 44.433594 1745297048.9654
MEM 44.433594 1745297048.9666
MEM 44.433594 1745297048.9678
MEM 44.433594 1745297048.9689
MEM 44.433594 1745297048.9701
MEM 44.589844 1745297048.9726
MEM 44.589844 1745297048.9738
MEM 44.589844 1745297048.9750
MEM 44.746094 1745297048.9761
MEM 44.746094 1745297048.9773
MEM 44.746094 1745297048.9785
MEM 44.746094 1745297048.9797
MEM 44.902344 1745297048.9835
MEM 44.902344 1745297048.9847
MEM 44.902344 1745297048.9859
MEM 45.058594 1745297048.9905
MEM 45.058594 1745297048.9917
MEM 45.058594 1745297048.9929
MEM 45.058594 1745297048.9941
MEM 45.058594 1745297048.9953
MEM 45.058594 1745297048.9965
MEM 45.371094 1745297048.9977
MEM 46.125000 1745297048.9988
MEM 46.125000 1745297049.0000
MEM 46.281250 1745297049.0012
MEM 46.281250 1745297049.0024
MEM 46.281250 1745297049.0036
MEM 46.281250 1745297049.0047
MEM 46.281250 1745297049.0059
MEM 46.281250 1745297049.0070
MEM 46.281250 1745297049.0083
MEM 46.281250 1745297049.0094
MEM 46.281250 1745297049.0106
MEM 46.281250 1745297049.0118
MEM 46.281250 1745297049.0129
MEM 46.437500 1745297049.0141
MEM 46.593750 1745297049.0152
MEM 46.593750 1745297049.0164
MEM 46.593750 1745297049.0175
MEM 46.593750 1745297049.0187
MEM 46.750000 1745297049.0199
MEM 46.906250 1745297049.0218
MEM 46.906250 1745297049.0230
MEM 46.906250 1745297049.0242
MEM 46.906250 1745297049.0254
MEM 46.906250 1745297049.0266
MEM 46.906250 1745297049.0278
MEM 46.906250 1745297049.0289
MEM 46.906250 1745297049.0301
MEM 46.906250 1745297049.0313
MEM 47.062500 1745297049.0325
MEM 47.062500 1745297049.0345
MEM 47.062500 1745297049.0357
MEM 47.062500 1745297049.0372
MEM 47.062500 1745297049.0383
MEM 47.062500 1745297049.0395
MEM 47.062500 1745297049.0407
MEM 47.062500 1745297049.0418
MEM 47.218750 1745297049.0435
MEM 47.218750 1745297049.0446
MEM 47.218750 1745297049.0458
MEM 47.218750 1745297049.0469
MEM 47.218750 1745297049.0481
MEM 47.218750 1745297049.0493
MEM 47.218750 1745297049.0504
MEM 47.218750 1745297049.0516
MEM 47.218750 1745297049.0547
MEM 47.218750 1745297049.0559
MEM 47.218750 1745297049.0571
MEM 47.218750 1745297049.0582
MEM 47.375000 1745297049.0594
MEM 47.375000 1745297049.0606
MEM 47.375000 1745297049.0619
MEM 47.375000 1745297049.0632
MEM 47.375000 1745297049.0644
MEM 47.375000 1745297049.0655
MEM 47.375000 1745297049.0667
MEM 47.375000 1745297049.0679
MEM 47.375000 1745297049.0715
MEM 47.375000 1745297049.0727
MEM 47.375000 1745297049.0738
MEM 47.375000 1745297049.0751
MEM 47.375000 1745297049.0762
MEM 47.375000 1745297049.0787
MEM 47.375000 1745297049.0799
MEM 47.375000 1745297049.0811
MEM 47.375000 1745297049.0822
MEM 47.375000 1745297049.0834
MEM 47.375000 1745297049.0845
MEM 47.375000 1745297049.0857
MEM 47.375000 1745297049.0868
MEM 47.375000 1745297049.0880
MEM 47.375000 1745297049.0893
MEM 47.375000 1745297049.0905
MEM 47.375000 1745297049.0916
MEM 47.375000 1745297049.0931
MEM 47.375000 1745297049.0965
MEM 47.375000 1745297049.0977
MEM 47.375000 1745297049.0989
MEM 47.375000 1745297049.1000
MEM 47.375000 1745297049.1012
MEM 47.375000 1745297049.1024
MEM 47.375000 1745297049.1035
MEM 47.375000 1745297049.1047
MEM 47.375000 1745297049.1059
MEM 47.375000 1745297049.1070
MEM 47.375000 1745297049.1082
MEM 47.375000 1745297049.1093
MEM 47.375000 1745297049.1105
MEM 47.375000 1745297049.1116
MEM 47.375000 1745297049.1128
MEM 47.375000 1745297049.1139
MEM 47.375000 1745297049.1151
MEM 47.375000 1745297049.1163
MEM 47.375000 1745297049.1175
MEM 47.375000 1745297049.1215
MEM 47.375000 1745297049.1227
MEM 47.375000 1745297049.1238
MEM 47.375000 1745297049.1250
MEM 47.375000 1745297049.1262
MEM 47.375000 1745297049.1273
MEM 47.375000 1745297049.1285
MEM 47.375000 1745297049.1296
MEM 47.375000 1745297049.1308
MEM 47.375000 1745297049.1319
MEM 47.375000 1745297049.1331
MEM 47.375000 1745297049.1343
MEM 47.375000 1745297049.1354
MEM 47.375000 1745297049.1366
MEM 47.375000 1745297049.1378
MEM 47.375000 1745297049.1390
MEM 47.375000 1745297049.1401
MEM 47.375000 1745297049.1413
MEM 47.531250 1745297049.1424
MEM 47.843750 1745297049.1436
MEM 47.843750 1745297049.1447
MEM 48.000000 1745297049.1459
MEM 48.000000 1745297049.1470
MEM 48.000000 1745297049.1482
MEM 48.000000 1745297049.1493
MEM 48.000000 1745297049.1504
MEM 48.000000 1745297049.1535
MEM 48.000000 1745297049.1547
MEM 48.000000 1745297049.1559
MEM 48.156250 1745297049.1570
MEM 48.156250 1745297049.1582
MEM 48.156250 1745297049.1593
MEM 48.156250 1745297049.1604
MEM 48.312500 1745297049.1616
MEM 48.312500 1745297049.1627
MEM 48.468750 1745297049.1639
MEM 48.468750 1745297049.1650
MEM 48.468750 1745297049.1661
MEM 48.468750 1745297049.1673
MEM 48.468750 1745297049.1684
MEM 48.468750 1745297049.1696
MEM 48.468750 1745297049.1707
MEM 48.468750 1745297049.1719
MEM 48.468750 1745297049.1731
MEM 48.468750 1745297049.1775
MEM 48.468750 1745297049.1787
MEM 48.468750 1745297049.1798
MEM 48.468750 1745297049.1810
MEM 48.468750 1745297049.1822
MEM 48.468750 1745297049.1833
MEM 48.468750 1745297049.1845
MEM 48.468750 1745297049.1856
MEM 48.625000 1745297049.1868
MEM 48.625000 1745297049.1879
MEM 48.625000 1745297049.1891
MEM 48.625000 1745297049.1903
MEM 48.781250 1745297049.1914
MEM 48.781250 1745297049.1926
MEM 48.781250 1745297049.1937
MEM 48.781250 1745297049.1949
MEM 48.781250 1745297049.1961
MEM 48.937500 1745297049.1972
MEM 48.937500 1745297049.1984
MEM 48.937500 1745297049.1996
MEM 49.406250 1745297049.2007
MEM 51.437500 1745297049.2019
MEM 52.687500 1745297049.2030
MEM 54.718750 1745297049.2041
MEM 52.082031 1745297049.2054
MEM 52.394531 1745297049.2066
MEM 53.332031 1745297049.2077
MEM 54.425781 1745297049.2089
MEM 56.144531 1745297049.2114
MEM 56.769531 1745297049.2125
MEM 57.394531 1745297049.2137
MEM 58.332031 1745297049.2149
MEM 58.957031 1745297049.2161
MEM 59.582031 1745297049.2173
MEM 60.050781 1745297049.2184
MEM 60.050781 1745297049.2196
MEM 60.050781 1745297049.2212
MEM 60.363281 1745297049.2223
MEM 62.238281 1745297049.2262
MEM 62.550781 1745297049.2274
MEM 62.550781 1745297049.2285
MEM 63.175781 1745297049.2297
MEM 63.175781 1745297049.2308
MEM 63.644531 1745297049.2319
MEM 63.644531 1745297049.2331
MEM 64.269531 1745297049.2342
MEM 64.425781 1745297049.2353
MEM 64.425781 1745297049.2364
MEM 64.425781 1745297049.2375
MEM 64.425781 1745297049.2387
MEM 64.738281 1745297049.2398
MEM 65.050781 1745297049.2409
MEM 65.519531 1745297049.2421
MEM 65.675781 1745297049.2432
MEM 66.613281 1745297049.2443
MEM 69.113281 1745297049.2454
MEM 69.582031 1745297049.2466
MEM 69.582031 1745297049.2477
MEM 69.582031 1745297049.2489
MEM 69.738281 1745297049.2501
MEM 69.894531 1745297049.2512
MEM 69.894531 1745297049.2524
MEM 70.519531 1745297049.2536
MEM 70.519531 1745297049.2547
MEM 71.613281 1745297049.2595
MEM 71.925781 1745297049.2607
MEM 71.925781 1745297049.2618
MEM 72.707031 1745297049.2630
MEM 72.707031 1745297049.2641
MEM 73.019531 1745297049.2653
MEM 73.019531 1745297049.2664
MEM 73.019531 1745297049.2676
MEM 73.019531 1745297049.2687
MEM 73.019531 1745297049.2699
MEM 73.488281 1745297049.2710
MEM 74.269531 1745297049.2722
MEM 74.269531 1745297049.2734
MEM 74.269531 1745297049.2745
MEM 74.269531 1745297049.2757
MEM 74.425781 1745297049.2769
MEM 74.894531 1745297049.2781
MEM 75.988281 1745297049.2792
MEM 75.988281 1745297049.2804
MEM 75.988281 1745297049.2815
MEM 75.988281 1745297049.2827
MEM 75.988281 1745297049.2838
MEM 75.988281 1745297049.2849
MEM 75.988281 1745297049.2861
MEM 76.144531 1745297049.2872
MEM 76.613281 1745297049.2884
MEM 77.394531 1745297049.2895
MEM 78.175781 1745297049.2907
MEM 78.175781 1745297049.2918
MEM 78.175781 1745297049.2930
MEM 78.175781 1745297049.2955
MEM 78.175781 1745297049.2967
MEM 78.175781 1745297049.2978
MEM 78.175781 1745297049.2990
MEM 78.175781 1745297049.3001
MEM 78.800781 1745297049.3013
MEM 81.300781 1745297049.3024
MEM 83.332031 1745297049.3036
MEM 83.332031 1745297049.3047
MEM 83.332031 1745297049.3059
MEM 83.332031 1745297049.3070
MEM 83.644531 1745297049.3082
MEM 84.894531 1745297049.3125
MEM 84.894531 1745297049.3137
MEM 84.894531 1745297049.3148
MEM 84.894531 1745297049.3160
MEM 84.894531 1745297049.3172
MEM 84.894531 1745297049.3183
MEM 84.894531 1745297049.3195
MEM 85.050781 1745297049.3206
MEM 85.363281 1745297049.3218
MEM 86.144531 1745297049.3230
MEM 86.457031 1745297049.3241
MEM 86.457031 1745297049.3253
MEM 86.457031 1745297049.3264
MEM 86.457031 1745297049.3276
MEM 86.457031 1745297049.3288
MEM 86.457031 1745297049.3300
MEM 86.457031 1745297049.3311
MEM 87.394531 1745297049.3322
MEM 87.863281 1745297049.3334
MEM 88.019531 1745297049.3345
MEM 88.332031 1745297049.3357
MEM 88.332031 1745297049.3370
MEM 88.332031 1745297049.3381
MEM 88.332031 1745297049.3394
MEM 88.332031 1745297049.3406
MEM 88.332031 1745297049.3417
MEM 89.113281 1745297049.3437
MEM 90.050781 1745297049.3448
MEM 90.675781 1745297049.3460
MEM 91.144531 1745297049.3471
MEM 91.769531 1745297049.3483
MEM 92.550781 1745297049.3495
MEM 94.113281 1745297049.3528
MEM 94.582031 1745297049.3540
MEM 95.050781 1745297049.3551
MEM 95.832031 1745297049.3563
MEM 97.550781 1745297049.3575
MEM 97.707031 1745297049.3586
MEM 97.863281 1745297049.3598
MEM 98.175781 1745297049.3609
MEM 98.800781 1745297049.3621
MEM 98.957031 1745297049.3633
MEM 99.582031 1745297049.3644
MEM 100.832031 1745297049.3656
MEM 101.769531 1745297049.3667
MEM 102.394531 1745297049.3680
MEM 105.363281 1745297049.3692
MEM 108.332031 1745297049.3704
MEM 111.457031 1745297049.3715
MEM 112.082031 1745297049.3728
MEM 112.394531 1745297049.3741
MEM 114.269531 1745297049.3777
MEM 115.519531 1745297049.3789
MEM 115.675781 1745297049.3801
MEM 115.832031 1745297049.3812
MEM 115.988281 1745297049.3824
MEM 116.300781 1745297049.3835
MEM 116.925781 1745297049.3847
MEM 117.707031 1745297049.3860
MEM 118.175781 1745297049.3872
MEM 118.644531 1745297049.3884
MEM 120.207031 1745297049.3895
MEM 120.832031 1745297049.3907
MEM 120.832031 1745297049.3918
MEM 120.988281 1745297049.3930
MEM 121.144531 1745297049.3942
MEM 121.300781 1745297049.3954
MEM 122.238281 1745297049.3969
MEM 124.738281 1745297049.4007
MEM 126.613281 1745297049.4018
MEM 126.769531 1745297049.4030
MEM 126.925781 1745297049.4042
MEM 126.925781 1745297049.4053
MEM 127.082031 1745297049.4065
MEM 127.550781 1745297049.4076
MEM 128.019531 1745297049.4088
MEM 128.644531 1745297049.4100
MEM 129.269531 1745297049.4112
MEM 129.894531 1745297049.4123
MEM 130.363281 1745297049.4134
MEM 132.082031 1745297049.4148
MEM 133.332031 1745297049.4159
MEM 133.488281 1745297049.4171
MEM 133.644531 1745297049.4183
MEM 133.800781 1745297049.4194
MEM 133.957031 1745297049.4206
MEM 133.957031 1745297049.4217
MEM 134.425781 1745297049.4229
MEM 135.519531 1745297049.4256
MEM 136.144531 1745297049.4268
MEM 136.769531 1745297049.4280
MEM 137.394531 1745297049.4291
MEM 137.863281 1745297049.4303
MEM 138.488281 1745297049.4314
MEM 138.957031 1745297049.4326
MEM 139.582031 1745297049.4337
MEM 140.207031 1745297049.4349
MEM 140.832031 1745297049.4360
MEM 141.300781 1745297049.4371
MEM 141.769531 1745297049.4382
MEM 142.238281 1745297049.4394
MEM 142.707031 1745297049.4405
MEM 143.332031 1745297049.4418
MEM 143.957031 1745297049.4430
MEM 144.269531 1745297049.4441
MEM 144.738281 1745297049.4453
MEM 145.363281 1745297049.4464
MEM 146.613281 1745297049.4495
MEM 147.550781 1745297049.4507
MEM 149.582031 1745297049.4519
MEM 152.394531 1745297049.4532
MEM 154.894531 1745297049.4544
MEM 156.769531 1745297049.4555
MEM 159.425781 1745297049.4567
MEM 161.925781 1745297049.4578
MEM 163.957031 1745297049.4590
MEM 167.394531 1745297049.4618
MEM 167.550781 1745297049.4630
MEM 167.550781 1745297049.4642
MEM 167.707031 1745297049.4654
MEM 170.050781 1745297049.4696
MEM 170.832031 1745297049.4708
MEM 171.457031 1745297049.4720
MEM 172.082031 1745297049.4742
MEM 174.582031 1745297049.4770
MEM 175.675781 1745297049.4785
MEM 176.613281 1745297049.4796
MEM 177.550781 1745297049.4808
MEM 178.800781 1745297049.4830
MEM 179.113281 1745297049.4841
MEM 179.582031 1745297049.4853
MEM 180.050781 1745297049.4864
MEM 182.082031 1745297049.4915
MEM 182.550781 1745297049.4927
MEM 183.019531 1745297049.4939
MEM 183.644531 1745297049.4951
MEM 184.269531 1745297049.4962
MEM 185.363281 1745297049.4987
MEM 185.832031 1745297049.4999
MEM 186.457031 1745297049.5011
MEM 187.238281 1745297049.5023
MEM 188.488281 1745297049.5041
MEM 189.269531 1745297049.5053
MEM 190.050781 1745297049.5065
MEM 190.832031 1745297049.5076
MEM 191.457031 1745297049.5088
MEM 192.863281 1745297049.5113
MEM 193.332031 1745297049.5125
MEM 193.957031 1745297049.5137
MEM 194.738281 1745297049.5149
MEM 195.519531 1745297049.5161
MEM 196.144531 1745297049.5172
MEM 196.613281 1745297049.5184
MEM 197.238281 1745297049.5202
MEM 197.707031 1745297049.5213
MEM 198.175781 1745297049.5224
MEM 198.800781 1745297049.5236
MEM 199.113281 1745297049.5248
MEM 199.582031 1745297049.5259
MEM 200.050781 1745297049.5271
MEM 200.519531 1745297049.5283
MEM 201.144531 1745297049.5294
MEM 201.769531 1745297049.5306
MEM 202.394531 1745297049.5317
MEM 203.019531 1745297049.5328
MEM 203.644531 1745297049.5339
MEM 204.425781 1745297049.5351
MEM 205.207031 1745297049.5362
MEM 205.519531 1745297049.5373
MEM 205.988281 1745297049.5384
MEM 206.457031 1745297049.5396
MEM 207.082031 1745297049.5407
MEM 207.707031 1745297049.5419
MEM 208.332031 1745297049.5431
MEM 208.800781 1745297049.5442
MEM 209.425781 1745297049.5454
MEM 210.207031 1745297049.5466
MEM 210.832031 1745297049.5477
MEM 211.457031 1745297049.5489
MEM 211.925781 1745297049.5500
MEM 213.019531 1745297049.5522
MEM 213.800781 1745297049.5534
MEM 214.425781 1745297049.5546
MEM 214.894531 1745297049.5558
MEM 215.207031 1745297049.5570
MEM 216.457031 1745297049.5585
MEM 217.238281 1745297049.5597
MEM 218.175781 1745297049.5610
MEM 218.644531 1745297049.5622
MEM 219.894531 1745297049.5635
MEM 221.144531 1745297049.5646
MEM 222.238281 1745297049.5658
MEM 222.707031 1745297049.5670
MEM 223.957031 1745297049.5681
MEM 225.050781 1745297049.5693
MEM 226.300781 1745297049.5705
MEM 227.082031 1745297049.5716
MEM 228.175781 1745297049.5727
MEM 229.269531 1745297049.5739
MEM 230.519531 1745297049.5750
MEM 231.613281 1745297049.5761
MEM 232.863281 1745297049.5774
MEM 233.800781 1745297049.5785
MEM 234.894531 1745297049.5797
MEM 235.050781 1745297049.5808
MEM 236.144531 1745297049.5820
MEM 237.238281 1745297049.5831
MEM 238.332031 1745297049.5842
MEM 240.988281 1745297049.5853
MEM 244.738281 1745297049.5864
MEM 248.644531 1745297049.5875
MEM 252.550781 1745297049.5886
MEM 256.300781 1745297049.5897
MEM 260.207031 1745297049.5909
MEM 264.269531 1745297049.5920
MEM 268.175781 1745297049.5931
MEM 272.238281 1745297049.5942
MEM 275.050781 1745297049.5954
MEM 275.832031 1745297049.5965
MEM 276.457031 1745297049.5976
MEM 277.082031 1745297049.5988
MEM 277.550781 1745297049.5999
MEM 278.175781 1745297049.6010
MEM 278.957031 1745297049.6021
MEM 279.738281 1745297049.6033
