CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/74.py
MEM 4.000000 1745297048.5198
MEM 4.156250 1745297048.5210
MEM 4.484375 1745297048.5222
MEM 4.796875 1745297048.5233
MEM 5.316406 1745297048.5245
MEM 5.687500 1745297048.5257
MEM 6.390625 1745297048.5269
MEM 6.546875 1745297048.5281
MEM 6.546875 1745297048.5292
MEM 6.546875 1745297048.5304
MEM 7.046875 1745297048.5316
MEM 7.203125 1745297048.5328
MEM 7.359375 1745297048.5340
MEM 7.539062 1745297048.5351
MEM 7.539062 1745297048.5363
MEM 7.539062 1745297048.5375
MEM 7.539062 1745297048.5386
MEM 7.914062 1745297048.5398
MEM 8.226562 1745297048.5445
MEM 8.226562 1745297048.5457
MEM 8.382812 1745297048.5468
MEM 8.382812 1745297048.5480
MEM 8.539062 1745297048.5492
MEM 8.539062 1745297048.5503
MEM 8.851562 1745297048.5515
MEM 8.851562 1745297048.5526
MEM 8.851562 1745297048.5538
MEM 8.851562 1745297048.5549
MEM 9.007812 1745297048.5561
MEM 9.007812 1745297048.5573
MEM 9.320312 1745297048.5585
MEM 9.320312 1745297048.5596
MEM 9.476562 1745297048.5608
MEM 9.476562 1745297048.5620
MEM 9.632812 1745297048.5631
MEM 9.632812 1745297048.5643
MEM 9.632812 1745297048.5655
MEM 9.632812 1745297048.5666
MEM 9.632812 1745297048.5678
MEM 9.632812 1745297048.5690
MEM 9.632812 1745297048.5701
MEM 9.632812 1745297048.5713
MEM 9.789062 1745297048.5725
MEM 9.789062 1745297048.5736
MEM 9.789062 1745297048.5748
MEM 9.945312 1745297048.5759
MEM 9.945312 1745297048.5771
MEM 9.945312 1745297048.5783
MEM 10.109375 1745297048.5825
MEM 10.109375 1745297048.5837
MEM 10.265625 1745297048.5848
MEM 10.265625 1745297048.5860
MEM 10.421875 1745297048.5872
MEM 10.421875 1745297048.5883
MEM 10.421875 1745297048.5895
MEM 10.421875 1745297048.5906
MEM 10.578125 1745297048.5918
MEM 10.578125 1745297048.5929
MEM 11.078125 1745297048.5941
MEM 11.078125 1745297048.5952
MEM 11.078125 1745297048.5964
MEM 11.078125 1745297048.5975
MEM 11.078125 1745297048.5987
MEM 11.078125 1745297048.5999
MEM 11.406250 1745297048.6010
MEM 11.406250 1745297048.6022
MEM 11.406250 1745297048.6033
MEM 11.406250 1745297048.6045
MEM 11.562500 1745297048.6056
MEM 11.562500 1745297048.6068
MEM 11.875000 1745297048.6079
MEM 11.875000 1745297048.6091
MEM 11.875000 1745297048.6102
MEM 13.878906 1745297048.6113
MEM 14.062500 1745297048.6124
MEM 14.062500 1745297048.6136
MEM 14.531250 1745297048.6147
MEM 14.687500 1745297048.6175
MEM 14.687500 1745297048.6186
MEM 14.687500 1745297048.6198
MEM 14.687500 1745297048.6210
MEM 15.437500 1745297048.6221
MEM 15.437500 1745297048.6233
MEM 15.750000 1745297048.6244
MEM 15.750000 1745297048.6256
MEM 15.750000 1745297048.6267
MEM 15.750000 1745297048.6279
MEM 15.906250 1745297048.6291
MEM 16.062500 1745297048.6302
MEM 16.062500 1745297048.6314
MEM 16.218750 1745297048.6325
MEM 16.375000 1745297048.6355
MEM 16.375000 1745297048.6367
MEM 16.375000 1745297048.6378
MEM 16.531250 1745297048.6390
MEM 16.531250 1745297048.6402
MEM 16.531250 1745297048.6414
MEM 16.687500 1745297048.6426
MEM 16.851562 1745297048.6437
MEM 16.851562 1745297048.6449
MEM 16.851562 1745297048.6460
MEM 17.007812 1745297048.6472
MEM 17.164062 1745297048.6484
MEM 17.476562 1745297048.6495
MEM 17.632812 1745297048.6506
MEM 17.632812 1745297048.6518
MEM 17.789062 1745297048.6535
MEM 17.945312 1745297048.6547
MEM 17.945312 1745297048.6558
MEM 17.945312 1745297048.6570
MEM 17.945312 1745297048.6581
MEM 18.257812 1745297048.6593
MEM 18.257812 1745297048.6605
MEM 18.414062 1745297048.6616
MEM 18.570312 1745297048.6645
MEM 18.570312 1745297048.6657
MEM 18.570312 1745297048.6668
MEM 18.726562 1745297048.6680
MEM 18.882812 1745297048.6692
MEM 18.882812 1745297048.6703
MEM 19.039062 1745297048.6715
MEM 19.386719 1745297048.6727
MEM 19.386719 1745297048.6738
MEM 19.386719 1745297048.6750
MEM 19.386719 1745297048.6761
MEM 19.386719 1745297048.6773
MEM 19.386719 1745297048.6784
MEM 19.386719 1745297048.6796
MEM 19.699219 1745297048.6835
MEM 19.699219 1745297048.6846
MEM 19.699219 1745297048.6857
MEM 19.699219 1745297048.6869
MEM 20.210938 1745297048.6881
MEM 20.367188 1745297048.6892
MEM 20.367188 1745297048.6904
MEM 20.367188 1745297048.6915
MEM 20.523438 1745297048.6927
MEM 20.523438 1745297048.6939
MEM 20.523438 1745297048.6950
MEM 20.523438 1745297048.6962
MEM 20.523438 1745297048.6974
MEM 20.523438 1745297048.6985
MEM 20.679688 1745297048.6996
MEM 20.835938 1745297048.7008
MEM 20.835938 1745297048.7020
MEM 20.835938 1745297048.7031
MEM 20.835938 1745297048.7043
MEM 21.160156 1745297048.7054
MEM 21.160156 1745297048.7066
MEM 21.316406 1745297048.7078
MEM 21.316406 1745297048.7089
MEM 21.316406 1745297048.7101
MEM 21.628906 1745297048.7113
MEM 21.785156 1745297048.7125
MEM 21.785156 1745297048.7165
MEM 21.785156 1745297048.7176
MEM 21.785156 1745297048.7188
MEM 22.253906 1745297048.7200
MEM 22.253906 1745297048.7212
MEM 22.253906 1745297048.7224
MEM 22.253906 1745297048.7235
MEM 22.253906 1745297048.7247
MEM 22.253906 1745297048.7259
MEM 22.253906 1745297048.7271
MEM 22.253906 1745297048.7282
MEM 22.410156 1745297048.7294
MEM 22.410156 1745297048.7306
MEM 22.410156 1745297048.7318
MEM 22.410156 1745297048.7330
MEM 22.410156 1745297048.7342
MEM 22.566406 1745297048.7353
MEM 22.722656 1745297048.7364
MEM 23.191406 1745297048.7376
MEM 23.347656 1745297048.7387
MEM 23.503906 1745297048.7399
MEM 23.660156 1745297048.7410
MEM 23.660156 1745297048.7422
