CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/1231.py
MEM 4.648438 1745297048.2730
MEM 5.511719 1745297048.2743
MEM 6.398438 1745297048.2755
MEM 6.554688 1745297048.2766
MEM 7.054688 1745297048.2778
MEM 7.210938 1745297048.2789
MEM 7.367188 1745297048.2801
MEM 7.734375 1745297048.2813
MEM 8.078125 1745297048.2825
MEM 8.234375 1745297048.2836
MEM 8.546875 1745297048.2848
MEM 8.703125 1745297048.2860
MEM 8.859375 1745297048.2871
MEM 9.015625 1745297048.2883
MEM 9.328125 1745297048.2894
MEM 9.484375 1745297048.2906
MEM 9.484375 1745297048.2918
MEM 9.640625 1745297048.2929
MEM 9.796875 1745297048.2941
MEM 9.953125 1745297048.2952
MEM 9.953125 1745297048.2964
MEM 10.117188 1745297048.2976
MEM 10.273438 1745297048.2987
MEM 10.429688 1745297048.2999
MEM 11.085938 1745297048.3026
MEM 11.414062 1745297048.3062
MEM 11.726562 1745297048.3079
MEM 11.882812 1745297048.3091
MEM 13.722656 1745297048.3102
MEM 14.539062 1745297048.3114
MEM 14.695312 1745297048.3126
MEM 14.695312 1745297048.3138
MEM 14.695312 1745297048.3149
MEM 14.695312 1745297048.3161
MEM 14.695312 1745297048.3173
MEM 14.695312 1745297048.3185
MEM 14.695312 1745297048.3196
MEM 14.695312 1745297048.3208
MEM 15.226562 1745297048.3220
MEM 15.382812 1745297048.3231
MEM 15.695312 1745297048.3243
MEM 15.851562 1745297048.3258
MEM 16.164062 1745297048.3285
MEM 16.164062 1745297048.3297
MEM 16.320312 1745297048.3309
MEM 16.320312 1745297048.3320
MEM 16.476562 1745297048.3333
MEM 16.476562 1745297048.3345
MEM 16.640625 1745297048.3358
MEM 16.640625 1745297048.3369
MEM 16.640625 1745297048.3380
MEM 16.796875 1745297048.3393
MEM 16.953125 1745297048.3417
MEM 17.109375 1745297048.3429
MEM 17.421875 1745297048.3441
MEM 17.578125 1745297048.3465
MEM 17.578125 1745297048.3477
MEM 17.578125 1745297048.3489
MEM 17.734375 1745297048.3500
MEM 17.890625 1745297048.3513
MEM 18.046875 1745297048.3525
MEM 18.203125 1745297048.3537
MEM 18.359375 1745297048.3549
MEM 18.359375 1745297048.3560
MEM 18.515625 1745297048.3571
MEM 18.671875 1745297048.3583
MEM 18.828125 1745297048.3595
MEM 18.984375 1745297048.3606
MEM 19.175781 1745297048.3618
MEM 19.332031 1745297048.3630
MEM 19.839844 1745297048.3675
MEM 20.000000 1745297048.3687
MEM 20.312500 1745297048.3699
MEM 20.312500 1745297048.3714
MEM 20.312500 1745297048.3725
MEM 20.312500 1745297048.3737
MEM 20.312500 1745297048.3749
MEM 20.312500 1745297048.3761
MEM 20.312500 1745297048.3773
MEM 20.468750 1745297048.3785
MEM 20.468750 1745297048.3796
MEM 20.781250 1745297048.3808
MEM 20.949219 1745297048.3819
MEM 20.949219 1745297048.3831
MEM 21.105469 1745297048.3842
MEM 21.261719 1745297048.3856
MEM 21.417969 1745297048.3868
MEM 21.574219 1745297048.3880
MEM 21.574219 1745297048.3891
MEM 21.730469 1745297048.3903
MEM 22.042969 1745297048.3915
MEM 22.035156 1745297048.3926
MEM 22.035156 1745297048.3946
MEM 22.191406 1745297048.3958
MEM 22.191406 1745297048.3971
MEM 22.191406 1745297048.3984
