CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/704.py
MEM 5.445312 1745297048.3999
MEM 5.445312 1745297048.4011
MEM 5.445312 1745297048.4023
MEM 6.335938 1745297048.4035
MEM 6.335938 1745297048.4047
MEM 6.492188 1745297048.4058
MEM 6.492188 1745297048.4070
MEM 6.992188 1745297048.4105
MEM 7.148438 1745297048.4117
MEM 7.324219 1745297048.4129
MEM 7.480469 1745297048.4140
MEM 7.480469 1745297048.4152
MEM 7.855469 1745297048.4164
MEM 7.855469 1745297048.4176
MEM 8.667969 1745297048.4225
MEM 8.667969 1745297048.4237
MEM 8.667969 1745297048.4248
MEM 8.667969 1745297048.4260
MEM 8.980469 1745297048.4272
MEM 8.980469 1745297048.4284
MEM 8.980469 1745297048.4296
MEM 8.980469 1745297048.4308
MEM 8.980469 1745297048.4319
MEM 8.980469 1745297048.4332
MEM 8.980469 1745297048.4343
MEM 9.292969 1745297048.4355
MEM 9.449219 1745297048.4367
MEM 9.605469 1745297048.4378
MEM 9.605469 1745297048.4390
MEM 9.605469 1745297048.4401
MEM 9.605469 1745297048.4412
MEM 9.605469 1745297048.4424
MEM 9.605469 1745297048.4436
MEM 9.605469 1745297048.4447
MEM 9.605469 1745297048.4459
MEM 9.761719 1745297048.4470
MEM 9.761719 1745297048.4481
MEM 9.917969 1745297048.4493
MEM 9.917969 1745297048.4504
MEM 9.917969 1745297048.4516
MEM 9.917969 1745297048.4527
MEM 9.917969 1745297048.4538
MEM 9.917969 1745297048.4550
MEM 9.917969 1745297048.4562
MEM 10.074219 1745297048.4605
MEM 10.074219 1745297048.4617
MEM 10.074219 1745297048.4629
MEM 10.230469 1745297048.4641
MEM 10.718750 1745297048.4653
MEM 10.718750 1745297048.4664
MEM 10.718750 1745297048.4676
MEM 10.718750 1745297048.4688
MEM 10.875000 1745297048.4700
MEM 10.875000 1745297048.4712
MEM 11.214844 1745297048.4724
MEM 11.214844 1745297048.4735
MEM 11.214844 1745297048.4747
MEM 11.214844 1745297048.4759
MEM 11.214844 1745297048.4770
MEM 11.214844 1745297048.4782
MEM 11.214844 1745297048.4794
MEM 11.214844 1745297048.4806
MEM 11.378906 1745297048.4817
MEM 11.535156 1745297048.4829
MEM 11.691406 1745297048.4840
MEM 11.691406 1745297048.4851
MEM 11.691406 1745297048.4863
MEM 11.859375 1745297048.4875
MEM 12.906250 1745297048.4886
MEM 14.234375 1745297048.4898
MEM 14.546875 1745297048.4925
MEM 14.546875 1745297048.4937
MEM 14.546875 1745297048.4948
MEM 14.703125 1745297048.4960
MEM 14.898438 1745297048.4971
MEM 15.605469 1745297048.4983
MEM 15.605469 1745297048.4994
MEM 15.605469 1745297048.5006
MEM 15.761719 1745297048.5018
MEM 15.917969 1745297048.5029
MEM 16.074219 1745297048.5041
MEM 16.230469 1745297048.5052
MEM 16.230469 1745297048.5064
MEM 16.230469 1745297048.5075
MEM 16.386719 1745297048.5105
MEM 16.542969 1745297048.5117
MEM 16.542969 1745297048.5129
MEM 16.542969 1745297048.5141
