CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/153.py
MEM 3.195312 1745294911.3318
MEM 3.195312 1745294911.3330
MEM 4.175781 1745294911.3341
MEM 4.660156 1745294911.3376
MEM 5.335938 1745294911.3388
MEM 5.335938 1745294911.3400
MEM 5.335938 1745294911.3411
MEM 5.335938 1745294911.3423
MEM 6.230469 1745294911.3434
MEM 6.566406 1745294911.3445
MEM 7.066406 1745294911.3457
MEM 7.066406 1745294911.3469
MEM 7.222656 1745294911.3481
MEM 7.222656 1745294911.3492
MEM 7.222656 1745294911.3504
MEM 7.222656 1745294911.3516
MEM 7.558594 1745294911.3527
MEM 7.558594 1745294911.3539
MEM 7.933594 1745294911.3551
MEM 7.933594 1745294911.3563
MEM 8.246094 1745294911.3595
MEM 8.246094 1745294911.3608
MEM 8.246094 1745294911.3621
MEM 8.246094 1745294911.3633
MEM 8.246094 1745294911.3644
MEM 8.402344 1745294911.3656
MEM 8.558594 1745294911.3667
MEM 8.714844 1745294911.3679
MEM 8.714844 1745294911.3691
MEM 8.871094 1745294911.3703
MEM 8.871094 1745294911.3714
MEM 8.871094 1745294911.3726
MEM 8.871094 1745294911.3737
MEM 8.871094 1745294911.3749
MEM 8.871094 1745294911.3760
MEM 9.183594 1745294911.3772
MEM 9.339844 1745294911.3805
MEM 9.496094 1745294911.3817
MEM 9.496094 1745294911.3829
MEM 9.496094 1745294911.3840
MEM 9.496094 1745294911.3852
MEM 9.496094 1745294911.3864
MEM 9.652344 1745294911.3876
MEM 9.808594 1745294911.3887
MEM 9.808594 1745294911.3900
MEM 9.808594 1745294911.3911
MEM 9.964844 1745294911.3923
MEM 9.964844 1745294911.3934
MEM 9.964844 1745294911.3947
MEM 9.964844 1745294911.3958
MEM 9.964844 1745294911.3970
MEM 9.964844 1745294911.3984
MEM 10.285156 1745294911.4025
MEM 10.441406 1745294911.4037
MEM 10.441406 1745294911.4048
MEM 10.441406 1745294911.4060
MEM 10.441406 1745294911.4071
MEM 10.597656 1745294911.4083
MEM 10.785156 1745294911.4095
MEM 11.097656 1745294911.4107
MEM 11.097656 1745294911.4119
MEM 11.097656 1745294911.4131
MEM 11.097656 1745294911.4142
MEM 11.097656 1745294911.4154
MEM 11.097656 1745294911.4165
MEM 11.097656 1745294911.4177
MEM 11.097656 1745294911.4188
MEM 11.097656 1745294911.4200
MEM 11.425781 1745294911.4211
MEM 11.425781 1745294911.4223
MEM 11.425781 1745294911.4234
MEM 11.425781 1745294911.4245
MEM 11.425781 1745294911.4257
MEM 11.425781 1745294911.4268
MEM 11.425781 1745294911.4280
MEM 11.425781 1745294911.4292
MEM 11.582031 1745294911.4310
MEM 11.894531 1745294911.4335
MEM 11.894531 1745294911.4346
MEM 11.894531 1745294911.4359
MEM 11.894531 1745294911.4371
MEM 11.894531 1745294911.4383
MEM 11.894531 1745294911.4394
MEM 13.257812 1745294911.4406
MEM 14.082031 1745294911.4418
MEM 14.082031 1745294911.4429
MEM 14.707031 1745294911.4446
MEM 14.707031 1745294911.4458
MEM 14.707031 1745294911.4470
MEM 15.054688 1745294911.4515
MEM 15.054688 1745294911.4527
MEM 15.453125 1745294911.4540
MEM 15.453125 1745294911.4551
MEM 15.453125 1745294911.4563
MEM 15.453125 1745294911.4574
MEM 15.453125 1745294911.4586
MEM 15.765625 1745294911.4598
MEM 15.921875 1745294911.4610
MEM 16.078125 1745294911.4622
MEM 16.078125 1745294911.4633
MEM 16.234375 1745294911.4644
MEM 16.234375 1745294911.4656
MEM 16.390625 1745294911.4668
MEM 16.390625 1745294911.4679
MEM 16.546875 1745294911.4691
MEM 16.546875 1745294911.4702
MEM 16.867188 1745294911.4714
MEM 16.867188 1745294911.4725
MEM 16.867188 1745294911.4737
MEM 17.023438 1745294911.4749
MEM 17.179688 1745294911.4760
MEM 17.492188 1745294911.4775
MEM 17.648438 1745294911.4786
MEM 17.648438 1745294911.4798
MEM 17.648438 1745294911.4809
MEM 17.804688 1745294911.4821
MEM 17.960938 1745294911.4833
MEM 18.117188 1745294911.4844
MEM 18.273438 1745294911.4856
MEM 18.585938 1745294911.4867
MEM 18.585938 1745294911.4878
MEM 18.742188 1745294911.4890
MEM 18.898438 1745294911.4901
MEM 19.054688 1745294911.4913
MEM 19.558594 1745294911.4945
MEM 19.714844 1745294911.4956
MEM 19.910156 1745294911.4968
MEM 20.066406 1745294911.4980
MEM 20.222656 1745294911.4992
MEM 20.382812 1745294911.5003
MEM 20.382812 1745294911.5015
MEM 20.539062 1745294911.5026
MEM 20.539062 1745294911.5038
MEM 20.539062 1745294911.5050
MEM 20.695312 1745294911.5061
MEM 20.851562 1745294911.5073
MEM 21.167969 1745294911.5085
MEM 21.167969 1745294911.5096
MEM 21.324219 1745294911.5108
MEM 21.636719 1745294911.5125
MEM 21.792969 1745294911.5137
MEM 21.792969 1745294911.5149
MEM 22.261719 1745294911.5175
MEM 22.261719 1745294911.5187
MEM 22.261719 1745294911.5199
MEM 22.417969 1745294911.5211
MEM 22.417969 1745294911.5222
MEM 22.417969 1745294911.5234
MEM 22.417969 1745294911.5245
MEM 22.574219 1745294911.5257
MEM 22.730469 1745294911.5268
MEM 22.886719 1745294911.5280
MEM 23.199219 1745294911.5291
MEM 23.667969 1745294911.5325
MEM 23.667969 1745294911.5337
MEM 23.667969 1745294911.5350
MEM 23.667969 1745294911.5362
MEM 23.667969 1745294911.5374
MEM 23.667969 1745294911.5385
MEM 23.667969 1745294911.5397
MEM 23.824219 1745294911.5408
MEM 24.136719 1745294911.5419
MEM 24.292969 1745294911.5431
MEM 24.449219 1745294911.5442
MEM 24.449219 1745294911.5453
MEM 24.605469 1745294911.5465
MEM 24.605469 1745294911.5476
MEM 24.773438 1745294911.5488
MEM 24.929688 1745294911.5500
MEM 25.085938 1745294911.5511
MEM 25.085938 1745294911.5541
MEM 25.242188 1745294911.5552
MEM 25.886719 1745294911.5595
MEM 26.042969 1745294911.5607
MEM 26.042969 1745294911.5618
MEM 26.199219 1745294911.5630
MEM 26.511719 1745294911.5641
MEM 26.511719 1745294911.5653
MEM 26.511719 1745294911.5664
MEM 26.667969 1745294911.5676
MEM 26.667969 1745294911.5687
MEM 26.824219 1745294911.5699
MEM 26.824219 1745294911.5710
MEM 26.980469 1745294911.5721
MEM 26.980469 1745294911.5733
MEM 26.980469 1745294911.5744
MEM 27.136719 1745294911.5756
MEM 27.136719 1745294911.5767
MEM 27.136719 1745294911.5779
MEM 27.292969 1745294911.5790
MEM 27.449219 1745294911.5802
MEM 27.605469 1745294911.5813
MEM 27.605469 1745294911.5824
MEM 27.605469 1745294911.5836
MEM 27.605469 1745294911.5848
MEM 27.605469 1745294911.5859
MEM 27.605469 1745294911.5871
MEM 27.605469 1745294911.5883
MEM 27.605469 1745294911.5894
MEM 27.761719 1745294911.5935
MEM 27.761719 1745294911.5946
MEM 27.917969 1745294911.5958
MEM 27.917969 1745294911.5969
MEM 27.917969 1745294911.5981
MEM 27.917969 1745294911.5993
MEM 27.917969 1745294911.6004
MEM 27.917969 1745294911.6016
MEM 27.917969 1745294911.6027
MEM 27.917969 1745294911.6039
MEM 27.917969 1745294911.6050
MEM 27.917969 1745294911.6062
MEM 28.074219 1745294911.6073
MEM 28.074219 1745294911.6085
MEM 28.074219 1745294911.6096
MEM 28.074219 1745294911.6108
MEM 28.074219 1745294911.6120
MEM 28.074219 1745294911.6131
MEM 28.074219 1745294911.6143
MEM 28.074219 1745294911.6154
MEM 28.074219 1745294911.6166
MEM 28.074219 1745294911.6178
MEM 28.230469 1745294911.6189
MEM 28.230469 1745294911.6201
MEM 28.230469 1745294911.6213
MEM 28.230469 1745294911.6224
MEM 28.699219 1745294911.6255
MEM 28.699219 1745294911.6266
MEM 28.699219 1745294911.6278
MEM 28.699219 1745294911.6290
MEM 28.855469 1745294911.6301
MEM 28.855469 1745294911.6313
MEM 28.855469 1745294911.6325
MEM 29.011719 1745294911.6336
MEM 29.011719 1745294911.6348
MEM 29.011719 1745294911.6359
MEM 29.011719 1745294911.6371
MEM 29.011719 1745294911.6383
MEM 29.011719 1745294911.6394
MEM 29.011719 1745294911.6406
MEM 29.011719 1745294911.6417
MEM 29.011719 1745294911.6429
MEM 30.750000 1745294911.6465
MEM 30.957031 1745294911.6476
MEM 31.320312 1745294911.6488
MEM 31.320312 1745294911.6499
MEM 31.476562 1745294911.6511
MEM 31.476562 1745294911.6523
MEM 31.476562 1745294911.6534
MEM 31.476562 1745294911.6546
MEM 31.476562 1745294911.6557
MEM 31.476562 1745294911.6569
MEM 31.632812 1745294911.6580
MEM 31.632812 1745294911.6592
MEM 31.789062 1745294911.6603
MEM 31.789062 1745294911.6615
MEM 31.789062 1745294911.6627
MEM 31.789062 1745294911.6638
MEM 31.945312 1745294911.6650
MEM 31.945312 1745294911.6662
MEM 31.945312 1745294911.6673
MEM 32.101562 1745294911.6685
MEM 32.101562 1745294911.6696
MEM 32.101562 1745294911.6708
MEM 32.570312 1745294911.6745
MEM 32.570312 1745294911.6757
MEM 32.570312 1745294911.6768
MEM 32.570312 1745294911.6780
MEM 32.570312 1745294911.6792
MEM 32.570312 1745294911.6803
MEM 32.726562 1745294911.6815
MEM 32.882812 1745294911.6826
MEM 32.882812 1745294911.6838
MEM 33.039062 1745294911.6849
MEM 33.039062 1745294911.6861
MEM 33.195312 1745294911.6872
MEM 33.195312 1745294911.6884
MEM 33.195312 1745294911.6895
