CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/1439.py
MEM 4.960938 1745294911.2848
MEM 5.695312 1745294911.2860
MEM 5.695312 1745294911.2872
MEM 5.695312 1745294911.2883
MEM 6.554688 1745294911.2895
MEM 7.054688 1745294911.2907
MEM 7.210938 1745294911.2918
MEM 7.210938 1745294911.2930
MEM 7.210938 1745294911.2942
MEM 7.210938 1745294911.2953
MEM 7.210938 1745294911.2964
MEM 7.210938 1745294911.2976
MEM 7.210938 1745294911.2988
MEM 7.367188 1745294911.2999
MEM 7.734375 1745294911.3011
MEM 8.078125 1745294911.3023
MEM 8.234375 1745294911.3034
MEM 8.390625 1745294911.3046
MEM 8.390625 1745294911.3058
MEM 8.390625 1745294911.3069
MEM 8.546875 1745294911.3081
MEM 8.859375 1745294911.3093
MEM 8.859375 1745294911.3125
MEM 8.859375 1745294911.3137
MEM 9.328125 1745294911.3149
MEM 9.484375 1745294911.3160
MEM 9.484375 1745294911.3195
MEM 9.484375 1745294911.3207
MEM 9.640625 1745294911.3218
MEM 9.796875 1745294911.3230
MEM 9.796875 1745294911.3242
MEM 9.796875 1745294911.3254
MEM 9.796875 1745294911.3266
MEM 9.953125 1745294911.3278
MEM 10.117188 1745294911.3315
MEM 10.117188 1745294911.3327
MEM 10.273438 1745294911.3339
MEM 10.429688 1745294911.3351
MEM 10.585938 1745294911.3363
MEM 10.585938 1745294911.3376
MEM 10.585938 1745294911.3388
MEM 10.585938 1745294911.3399
MEM 10.585938 1745294911.3411
MEM 11.085938 1745294911.3422
MEM 11.085938 1745294911.3434
MEM 11.085938 1745294911.3445
MEM 11.414062 1745294911.3485
MEM 11.414062 1745294911.3497
MEM 11.570312 1745294911.3509
MEM 11.570312 1745294911.3521
MEM 11.570312 1745294911.3532
MEM 14.695312 1745294911.3585
MEM 14.695312 1745294911.3597
MEM 14.695312 1745294911.3610
MEM 14.695312 1745294911.3623
MEM 14.695312 1745294911.3635
MEM 14.695312 1745294911.3647
MEM 14.695312 1745294911.3659
MEM 14.695312 1745294911.3671
MEM 14.695312 1745294911.3682
MEM 14.695312 1745294911.3694
MEM 14.695312 1745294911.3706
MEM 15.042969 1745294911.3717
MEM 15.441406 1745294911.3728
MEM 15.910156 1745294911.3740
MEM 16.066406 1745294911.3752
MEM 16.066406 1745294911.3763
MEM 16.066406 1745294911.3795
MEM 16.222656 1745294911.3807
MEM 16.378906 1745294911.3818
MEM 16.378906 1745294911.3830
MEM 16.378906 1745294911.3842
MEM 16.378906 1745294911.3854
MEM 16.535156 1745294911.3905
MEM 16.535156 1745294911.3917
MEM 16.535156 1745294911.3929
MEM 16.855469 1745294911.3941
MEM 16.855469 1745294911.3954
MEM 16.855469 1745294911.3966
MEM 16.855469 1745294911.3978
MEM 16.855469 1745294911.3989
MEM 16.855469 1745294911.4001
MEM 16.855469 1745294911.4012
MEM 16.855469 1745294911.4024
MEM 17.011719 1745294911.4035
MEM 17.167969 1745294911.4047
MEM 17.480469 1745294911.4059
MEM 17.480469 1745294911.4070
MEM 17.480469 1745294911.4082
MEM 17.480469 1745294911.4094
MEM 17.636719 1745294911.4105
MEM 17.636719 1745294911.4118
MEM 17.636719 1745294911.4130
MEM 17.636719 1745294911.4142
MEM 17.949219 1745294911.4196
MEM 17.949219 1745294911.4209
MEM 17.949219 1745294911.4221
MEM 17.949219 1745294911.4233
MEM 18.105469 1745294911.4244
