CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/1213.py
MEM 2.960938 1745294911.3245
MEM 4.273438 1745294911.3257
MEM 5.257812 1745294911.3272
MEM 5.445312 1745294911.3284
MEM 5.445312 1745294911.3296
MEM 5.445312 1745294911.3308
MEM 5.445312 1745294911.3320
MEM 5.808594 1745294911.3331
MEM 6.492188 1745294911.3343
MEM 6.992188 1745294911.3355
MEM 7.324219 1745294911.3396
MEM 7.480469 1745294911.3408
MEM 7.855469 1745294911.3420
MEM 8.199219 1745294911.3431
MEM 8.667969 1745294911.3459
MEM 8.824219 1745294911.3472
MEM 8.980469 1745294911.3484
MEM 9.136719 1745294911.3496
MEM 9.449219 1745294911.3508
MEM 9.605469 1745294911.3533
MEM 10.074219 1745294911.3566
MEM 10.074219 1745294911.3578
MEM 10.074219 1745294911.3590
MEM 10.074219 1745294911.3602
MEM 10.074219 1745294911.3614
MEM 10.386719 1745294911.3642
MEM 10.707031 1745294911.3653
MEM 11.019531 1745294911.3669
MEM 11.019531 1745294911.3681
MEM 11.019531 1745294911.3693
MEM 11.359375 1745294911.3728
MEM 11.523438 1745294911.3740
MEM 11.679688 1745294911.3752
MEM 11.835938 1745294911.3764
MEM 12.003906 1745294911.3776
MEM 14.042969 1745294911.3787
MEM 14.667969 1745294911.3799
MEM 14.667969 1745294911.3811
MEM 14.859375 1745294911.3823
MEM 15.414062 1745294911.3835
MEM 15.882812 1745294911.3847
MEM 16.039062 1745294911.3859
MEM 16.039062 1745294911.3871
MEM 16.195312 1745294911.3889
MEM 16.351562 1745294911.3901
MEM 16.351562 1745294911.3913
MEM 16.507812 1745294911.3925
MEM 16.664062 1745294911.3936
MEM 16.828125 1745294911.3953
MEM 16.828125 1745294911.3964
MEM 16.828125 1745294911.3984
MEM 16.828125 1745294911.3997
MEM 16.828125 1745294911.4009
MEM 17.140625 1745294911.4027
MEM 17.453125 1745294911.4041
MEM 17.609375 1745294911.4053
MEM 17.609375 1745294911.4065
MEM 17.765625 1745294911.4080
MEM 17.765625 1745294911.4092
MEM 17.921875 1745294911.4104
MEM 18.234375 1745294911.4117
MEM 18.234375 1745294911.4134
MEM 18.546875 1745294911.4146
MEM 18.546875 1745294911.4157
MEM 18.703125 1745294911.4169
MEM 18.859375 1745294911.4187
MEM 19.015625 1745294911.4199
MEM 19.363281 1745294911.4211
MEM 19.363281 1745294911.4222
MEM 19.363281 1745294911.4234
MEM 19.519531 1745294911.4251
MEM 19.675781 1745294911.4263
MEM 20.027344 1745294911.4275
MEM 20.027344 1745294911.4287
MEM 20.183594 1745294911.4305
MEM 20.343750 1745294911.4317
MEM 20.343750 1745294911.4328
MEM 20.343750 1745294911.4340
MEM 20.343750 1745294911.4352
MEM 20.500000 1745294911.4386
MEM 20.500000 1745294911.4398
MEM 20.656250 1745294911.4410
MEM 20.812500 1745294911.4422
MEM 21.128906 1745294911.4433
MEM 21.128906 1745294911.4445
MEM 21.285156 1745294911.4456
MEM 21.285156 1745294911.4468
MEM 21.441406 1745294911.4479
MEM 21.597656 1745294911.4491
MEM 21.753906 1745294911.4503
MEM 21.910156 1745294911.4516
MEM 22.222656 1745294911.4538
MEM 22.222656 1745294911.4550
MEM 22.222656 1745294911.4561
MEM 22.378906 1745294911.4573
MEM 22.378906 1745294911.4585
