CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/154.py
MEM 4.867188 1745294911.2798
MEM 5.585938 1745294911.2810
MEM 5.585938 1745294911.2822
MEM 5.585938 1745294911.2833
MEM 6.472656 1745294911.2845
MEM 6.785156 1745294911.2857
MEM 6.949219 1745294911.2868
MEM 6.949219 1745294911.2880
MEM 6.949219 1745294911.2891
MEM 7.105469 1745294911.2903
MEM 7.437500 1745294911.2915
MEM 7.808594 1745294911.2926
MEM 8.152344 1745294911.2938
MEM 8.152344 1745294911.2949
MEM 8.621094 1745294911.2995
MEM 8.621094 1745294911.3007
MEM 8.621094 1745294911.3019
MEM 8.777344 1745294911.3031
MEM 8.933594 1745294911.3043
MEM 9.089844 1745294911.3055
MEM 9.089844 1745294911.3066
MEM 9.089844 1745294911.3078
MEM 9.089844 1745294911.3090
MEM 9.402344 1745294911.3102
MEM 9.558594 1745294911.3113
MEM 9.558594 1745294911.3125
MEM 9.558594 1745294911.3137
MEM 9.558594 1745294911.3149
MEM 9.558594 1745294911.3160
MEM 9.714844 1745294911.3172
MEM 9.871094 1745294911.3184
MEM 9.871094 1745294911.3195
MEM 9.871094 1745294911.3207
MEM 9.871094 1745294911.3219
MEM 10.027344 1745294911.3230
MEM 10.027344 1745294911.3242
MEM 10.027344 1745294911.3254
MEM 10.027344 1745294911.3266
MEM 10.027344 1745294911.3278
MEM 10.027344 1745294911.3289
MEM 10.183594 1745294911.3301
MEM 10.339844 1745294911.3313
MEM 10.710938 1745294911.3325
MEM 10.710938 1745294911.3345
MEM 10.710938 1745294911.3358
MEM 11.023438 1745294911.3370
MEM 11.023438 1745294911.3381
MEM 11.023438 1745294911.3393
MEM 11.023438 1745294911.3404
MEM 11.363281 1745294911.3445
MEM 11.363281 1745294911.3457
MEM 11.363281 1745294911.3469
MEM 11.363281 1745294911.3481
MEM 11.527344 1745294911.3493
MEM 11.839844 1745294911.3505
MEM 12.007812 1745294911.3516
MEM 12.007812 1745294911.3528
MEM 12.007812 1745294911.3540
MEM 13.707031 1745294911.3551
MEM 14.539062 1745294911.3563
MEM 14.695312 1745294911.3575
MEM 14.695312 1745294911.3586
MEM 14.695312 1745294911.3598
MEM 14.695312 1745294911.3611
MEM 14.695312 1745294911.3623
MEM 14.695312 1745294911.3635
MEM 14.695312 1745294911.3647
MEM 15.042969 1745294911.3659
MEM 15.441406 1745294911.3671
MEM 15.753906 1745294911.3682
MEM 15.910156 1745294911.3726
MEM 15.910156 1745294911.3739
MEM 16.066406 1745294911.3751
MEM 16.222656 1745294911.3763
MEM 16.378906 1745294911.3774
MEM 16.378906 1745294911.3786
MEM 16.378906 1745294911.3798
MEM 16.378906 1745294911.3809
MEM 16.378906 1745294911.3821
MEM 16.535156 1745294911.3832
MEM 16.535156 1745294911.3844
MEM 16.691406 1745294911.3856
MEM 16.691406 1745294911.3867
MEM 16.691406 1745294911.3879
MEM 16.855469 1745294911.3891
MEM 16.855469 1745294911.3903
MEM 16.855469 1745294911.3914
MEM 16.855469 1745294911.3926
MEM 16.855469 1745294911.3938
MEM 16.855469 1745294911.3949
MEM 16.855469 1745294911.3961
MEM 16.855469 1745294911.3972
MEM 16.855469 1745294911.3984
MEM 17.011719 1745294911.3995
MEM 17.167969 1745294911.4006
MEM 17.167969 1745294911.4045
MEM 17.636719 1745294911.4057
MEM 17.636719 1745294911.4068
MEM 17.636719 1745294911.4080
MEM 17.636719 1745294911.4091
MEM 17.636719 1745294911.4103
MEM 17.636719 1745294911.4115
MEM 17.792969 1745294911.4127
MEM 17.792969 1745294911.4139
MEM 17.792969 1745294911.4150
MEM 17.792969 1745294911.4161
MEM 17.792969 1745294911.4173
MEM 17.949219 1745294911.4184
MEM 18.105469 1745294911.4196
MEM 18.261719 1745294911.4208
MEM 18.261719 1745294911.4220
MEM 18.261719 1745294911.4231
MEM 18.261719 1745294911.4242
MEM 18.261719 1745294911.4254
MEM 18.574219 1745294911.4265
MEM 18.574219 1745294911.4277
MEM 18.574219 1745294911.4289
MEM 18.574219 1745294911.4300
MEM 19.199219 1745294911.4355
MEM 19.390625 1745294911.4368
MEM 19.390625 1745294911.4380
MEM 19.390625 1745294911.4391
MEM 19.390625 1745294911.4403
MEM 19.390625 1745294911.4414
MEM 19.546875 1745294911.4426
MEM 19.546875 1745294911.4437
MEM 19.703125 1745294911.4449
MEM 20.054688 1745294911.4516
MEM 20.054688 1745294911.4530
MEM 20.054688 1745294911.4542
MEM 20.210938 1745294911.4554
MEM 20.210938 1745294911.4565
MEM 20.371094 1745294911.4577
MEM 20.371094 1745294911.4588
MEM 20.371094 1745294911.4600
MEM 20.371094 1745294911.4612
MEM 20.371094 1745294911.4624
MEM 20.371094 1745294911.4636
MEM 20.371094 1745294911.4647
MEM 20.371094 1745294911.4659
MEM 20.371094 1745294911.4671
MEM 20.371094 1745294911.4682
MEM 20.527344 1745294911.4694
MEM 20.527344 1745294911.4706
MEM 20.527344 1745294911.4717
MEM 20.527344 1745294911.4729
MEM 20.527344 1745294911.4740
MEM 20.683594 1745294911.4752
MEM 20.839844 1745294911.4765
MEM 21.156250 1745294911.4777
MEM 21.156250 1745294911.4788
MEM 21.156250 1745294911.4800
MEM 21.156250 1745294911.4814
MEM 21.468750 1745294911.4836
MEM 21.625000 1745294911.4848
MEM 21.625000 1745294911.4860
MEM 21.625000 1745294911.4871
MEM 21.781250 1745294911.4883
MEM 21.781250 1745294911.4895
MEM 22.250000 1745294911.4906
MEM 22.250000 1745294911.4925
MEM 22.250000 1745294911.4938
MEM 22.250000 1745294911.4950
MEM 22.250000 1745294911.4961
MEM 22.406250 1745294911.4996
MEM 22.406250 1745294911.5008
MEM 22.406250 1745294911.5020
MEM 22.406250 1745294911.5031
MEM 22.562500 1745294911.5043
MEM 22.562500 1745294911.5055
MEM 22.562500 1745294911.5067
MEM 22.562500 1745294911.5078
MEM 22.562500 1745294911.5091
MEM 22.718750 1745294911.5104
MEM 23.187500 1745294911.5116
MEM 23.187500 1745294911.5127
MEM 23.187500 1745294911.5158
MEM 23.343750 1745294911.5170
MEM 23.500000 1745294911.5181
MEM 23.656250 1745294911.5194
MEM 23.656250 1745294911.5206
MEM 23.656250 1745294911.5217
MEM 23.656250 1745294911.5229
MEM 23.656250 1745294911.5240
MEM 23.656250 1745294911.5252
MEM 23.656250 1745294911.5263
MEM 23.656250 1745294911.5274
MEM 23.656250 1745294911.5286
MEM 23.656250 1745294911.5298
MEM 23.656250 1745294911.5309
MEM 23.656250 1745294911.5321
MEM 23.656250 1745294911.5332
MEM 23.656250 1745294911.5348
MEM 23.656250 1745294911.5361
MEM 23.812500 1745294911.5373
MEM 24.281250 1745294911.5407
MEM 24.281250 1745294911.5419
MEM 24.281250 1745294911.5430
MEM 24.437500 1745294911.5442
MEM 24.437500 1745294911.5453
MEM 24.437500 1745294911.5465
MEM 24.437500 1745294911.5476
MEM 24.437500 1745294911.5488
MEM 24.593750 1745294911.5501
MEM 24.593750 1745294911.5514
MEM 25.089844 1745294911.5525
MEM 25.089844 1745294911.5537
MEM 25.089844 1745294911.5548
MEM 25.089844 1745294911.5559
MEM 25.246094 1745294911.5571
MEM 25.246094 1745294911.5584
MEM 25.246094 1745294911.5606
MEM 25.246094 1745294911.5618
MEM 25.246094 1745294911.5630
MEM 25.402344 1745294911.5642
MEM 25.558594 1745294911.5655
MEM 25.871094 1745294911.5666
MEM 25.871094 1745294911.5678
MEM 25.871094 1745294911.5695
MEM 25.871094 1745294911.5707
MEM 25.871094 1745294911.5718
MEM 26.027344 1745294911.5730
MEM 26.027344 1745294911.5742
MEM 26.027344 1745294911.5753
