CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/1231.py
MEM 0.394531 1745294911.5755
MEM 4.175781 1745294911.5798
MEM 4.660156 1745294911.5810
MEM 4.816406 1745294911.5822
MEM 5.335938 1745294911.5834
MEM 5.707031 1745294911.5845
MEM 6.410156 1745294911.5857
MEM 6.566406 1745294911.5869
MEM 6.566406 1745294911.5881
MEM 6.886719 1745294911.5894
MEM 7.066406 1745294911.5907
MEM 7.222656 1745294911.5918
MEM 7.222656 1745294911.5930
MEM 7.222656 1745294911.5941
MEM 7.558594 1745294911.5953
MEM 7.933594 1745294911.5965
MEM 8.089844 1745294911.5976
MEM 8.246094 1745294911.5990
MEM 8.558594 1745294911.6002
MEM 8.871094 1745294911.6015
MEM 8.871094 1745294911.6027
MEM 9.027344 1745294911.6039
MEM 9.496094 1745294911.6068
MEM 9.652344 1745294911.6079
MEM 9.652344 1745294911.6091
MEM 9.808594 1745294911.6103
MEM 9.964844 1745294911.6114
MEM 9.964844 1745294911.6129
MEM 10.171875 1745294911.6142
MEM 10.484375 1745294911.6164
MEM 10.640625 1745294911.6176
MEM 10.953125 1745294911.6188
MEM 10.953125 1745294911.6203
MEM 11.109375 1745294911.6216
MEM 11.894531 1745294911.6256
MEM 11.894531 1745294911.6268
MEM 14.156250 1745294911.6280
MEM 14.625000 1745294911.6292
MEM 14.937500 1745294911.6318
MEM 15.468750 1745294911.6330
MEM 15.937500 1745294911.6341
MEM 16.093750 1745294911.6353
MEM 16.093750 1745294911.6365
MEM 16.250000 1745294911.6377
MEM 16.406250 1745294911.6390
MEM 16.406250 1745294911.6402
MEM 16.562500 1745294911.6413
MEM 16.562500 1745294911.6425
MEM 16.718750 1745294911.6445
MEM 16.718750 1745294911.6457
MEM 16.718750 1745294911.6468
MEM 17.031250 1745294911.6497
MEM 17.343750 1745294911.6509
MEM 17.500000 1745294911.6521
MEM 17.500000 1745294911.6532
MEM 17.500000 1745294911.6544
MEM 17.656250 1745294911.6556
MEM 17.812500 1745294911.6567
MEM 17.968750 1745294911.6579
MEM 18.125000 1745294911.6591
MEM 18.437500 1745294911.6602
MEM 18.437500 1745294911.6616
MEM 18.593750 1745294911.6628
MEM 19.445312 1745294911.6667
MEM 19.445312 1745294911.6678
MEM 19.601562 1745294911.6690
MEM 19.757812 1745294911.6702
MEM 20.074219 1745294911.6714
MEM 20.074219 1745294911.6726
MEM 20.230469 1745294911.6738
MEM 20.386719 1745294911.6749
MEM 20.386719 1745294911.6761
MEM 20.542969 1745294911.6773
MEM 20.542969 1745294911.6794
MEM 20.699219 1745294911.6806
MEM 20.855469 1745294911.6818
MEM 21.011719 1745294911.6830
MEM 21.011719 1745294911.6841
MEM 21.167969 1745294911.6853
MEM 21.324219 1745294911.6865
MEM 22.105469 1745294911.6905
MEM 22.105469 1745294911.6917
MEM 22.105469 1745294911.6929
MEM 22.105469 1745294911.6942
MEM 22.261719 1745294911.6955
MEM 22.261719 1745294911.6967
MEM 22.433594 1745294911.6978
MEM 22.746094 1745294911.6990
MEM 22.902344 1745294911.7002
MEM 23.214844 1745294911.7014
MEM 23.371094 1745294911.7027
MEM 23.371094 1745294911.7040
MEM 23.683594 1745294911.7052
MEM 23.683594 1745294911.7064
MEM 23.683594 1745294911.7076
MEM 23.683594 1745294911.7087
MEM 23.683594 1745294911.7099
MEM 23.683594 1745294911.7111
MEM 23.839844 1745294911.7123
MEM 24.308594 1745294911.7134
MEM 24.308594 1745294911.7147
MEM 24.621094 1745294911.7187
MEM 24.621094 1745294911.7199
MEM 24.621094 1745294911.7210
MEM 24.968750 1745294911.7222
MEM 25.125000 1745294911.7234
MEM 25.125000 1745294911.7245
MEM 25.125000 1745294911.7257
MEM 25.125000 1745294911.7269
MEM 25.281250 1745294911.7282
MEM 25.437500 1745294911.7295
MEM 25.910156 1745294911.7307
MEM 25.910156 1745294911.7318
MEM 26.066406 1745294911.7330
MEM 26.222656 1745294911.7342
MEM 26.378906 1745294911.7353
MEM 26.535156 1745294911.7367
MEM 26.535156 1745294911.7390
MEM 26.691406 1745294911.7402
MEM 26.847656 1745294911.7414
MEM 26.847656 1745294911.7427
MEM 27.003906 1745294911.7440
MEM 27.003906 1745294911.7452
MEM 27.160156 1745294911.7475
MEM 27.160156 1745294911.7486
MEM 27.316406 1745294911.7498
MEM 27.316406 1745294911.7512
MEM 27.472656 1745294911.7524
MEM 27.628906 1745294911.7536
MEM 27.785156 1745294911.7567
MEM 27.785156 1745294911.7578
MEM 27.941406 1745294911.7590
MEM 27.941406 1745294911.7602
MEM 27.941406 1745294911.7614
MEM 28.097656 1745294911.7627
MEM 28.097656 1745294911.7639
MEM 28.097656 1745294911.7650
MEM 28.097656 1745294911.7662
MEM 28.097656 1745294911.7674
MEM 28.253906 1745294911.7687
MEM 28.253906 1745294911.7700
MEM 28.878906 1745294911.7737
MEM 29.035156 1745294911.7749
MEM 29.035156 1745294911.7760
MEM 29.035156 1745294911.7772
MEM 29.035156 1745294911.7784
MEM 29.191406 1745294911.7796
MEM 30.261719 1745294911.7807
MEM 31.351562 1745294911.7819
MEM 31.507812 1745294911.7831
MEM 31.507812 1745294911.7843
MEM 31.507812 1745294911.7855
MEM 31.507812 1745294911.7866
MEM 31.664062 1745294911.7879
MEM 31.820312 1745294911.7890
MEM 31.820312 1745294911.7902
MEM 31.976562 1745294911.7914
MEM 32.132812 1745294911.7926
MEM 32.289062 1745294911.7938
MEM 32.601562 1745294911.7965
MEM 32.757812 1745294911.7977
MEM 33.070312 1745294911.7989
MEM 33.226562 1745294911.8001
MEM 33.226562 1745294911.8012
MEM 33.226562 1745294911.8024
MEM 33.226562 1745294911.8036
MEM 33.226562 1745294911.8048
MEM 33.382812 1745294911.8059
MEM 33.695312 1745294911.8071
MEM 33.851562 1745294911.8083
MEM 33.851562 1745294911.8095
MEM 34.007812 1745294911.8145
MEM 34.007812 1745294911.8157
MEM 34.339844 1745294911.8169
MEM 34.710938 1745294911.8181
MEM 34.867188 1745294911.8193
MEM 34.867188 1745294911.8205
MEM 34.867188 1745294911.8217
MEM 34.867188 1745294911.8229
MEM 35.023438 1745294911.8240
MEM 35.023438 1745294911.8252
MEM 35.023438 1745294911.8264
MEM 35.023438 1745294911.8276
MEM 35.023438 1745294911.8288
MEM 35.179688 1745294911.8300
MEM 35.179688 1745294911.8312
MEM 35.335938 1745294911.8324
MEM 35.804688 1745294911.8336
MEM 36.078125 1745294911.8348
MEM 36.078125 1745294911.8359
MEM 36.234375 1745294911.8371
MEM 36.390625 1745294911.8383
MEM 36.390625 1745294911.8395
MEM 36.390625 1745294911.8407
MEM 36.390625 1745294911.8418
MEM 36.546875 1745294911.8430
MEM 36.546875 1745294911.8442
MEM 36.546875 1745294911.8454
MEM 36.546875 1745294911.8466
MEM 36.703125 1745294911.8505
MEM 36.859375 1745294911.8517
MEM 36.859375 1745294911.8529
MEM 36.859375 1745294911.8541
MEM 36.859375 1745294911.8553
MEM 37.015625 1745294911.8565
MEM 37.015625 1745294911.8577
MEM 37.015625 1745294911.8589
MEM 37.015625 1745294911.8601
MEM 37.171875 1745294911.8613
MEM 37.171875 1745294911.8625
MEM 37.171875 1745294911.8637
MEM 37.171875 1745294911.8648
MEM 37.171875 1745294911.8660
MEM 37.171875 1745294911.8672
MEM 37.328125 1745294911.8683
MEM 37.328125 1745294911.8695
MEM 37.328125 1745294911.8707
MEM 37.328125 1745294911.8719
MEM 37.484375 1745294911.8755
MEM 37.484375 1745294911.8767
MEM 37.640625 1745294911.8779
MEM 37.640625 1745294911.8791
MEM 37.640625 1745294911.8802
MEM 37.640625 1745294911.8814
MEM 37.953125 1745294911.8826
MEM 37.953125 1745294911.8838
MEM 37.953125 1745294911.8849
MEM 37.953125 1745294911.8861
MEM 37.953125 1745294911.8873
MEM 38.109375 1745294911.8885
MEM 38.109375 1745294911.8896
MEM 38.109375 1745294911.8908
MEM 38.109375 1745294911.8920
MEM 38.109375 1745294911.8931
MEM 38.109375 1745294911.8943
MEM 38.265625 1745294911.8955
MEM 38.265625 1745294911.8966
MEM 38.265625 1745294911.8978
MEM 38.265625 1745294911.8996
MEM 38.421875 1745294911.9008
MEM 38.734375 1745294911.9020
MEM 38.890625 1745294911.9044
MEM 38.890625 1745294911.9055
MEM 39.046875 1745294911.9067
MEM 39.203125 1745294911.9079
MEM 39.203125 1745294911.9091
MEM 39.828125 1745294911.9126
MEM 39.828125 1745294911.9138
MEM 39.828125 1745294911.9150
MEM 39.984375 1745294911.9163
MEM 40.140625 1745294911.9176
MEM 40.140625 1745294911.9188
MEM 40.457031 1745294911.9200
MEM 40.773438 1745294911.9211
MEM 40.773438 1745294911.9223
MEM 40.929688 1745294911.9235
MEM 40.929688 1745294911.9247
MEM 40.929688 1745294911.9264
MEM 41.085938 1745294911.9275
MEM 41.398438 1745294911.9287
MEM 41.398438 1745294911.9299
MEM 41.710938 1745294911.9345
MEM 41.710938 1745294911.9357
MEM 41.867188 1745294911.9369
MEM 42.023438 1745294911.9381
MEM 42.023438 1745294911.9394
MEM 42.023438 1745294911.9406
MEM 42.179688 1745294911.9417
MEM 42.179688 1745294911.9429
MEM 42.335938 1745294911.9441
MEM 42.492188 1745294911.9453
MEM 42.648438 1745294911.9464
MEM 42.648438 1745294911.9476
MEM 42.804688 1745294911.9489
MEM 42.960938 1745294911.9502
MEM 42.960938 1745294911.9514
MEM 43.117188 1745294911.9526
MEM 43.273438 1745294911.9537
MEM 43.429688 1745294911.9549
MEM 43.585938 1745294911.9562
MEM 43.742188 1745294911.9574
MEM 43.742188 1745294911.9586
MEM 43.898438 1745294911.9597
MEM 44.054688 1745294911.9635
MEM 44.054688 1745294911.9647
MEM 44.210938 1745294911.9659
MEM 44.367188 1745294911.9671
MEM 44.523438 1745294911.9695
MEM 44.679688 1745294911.9708
MEM 44.835938 1745294911.9719
MEM 44.835938 1745294911.9731
MEM 44.992188 1745294911.9743
MEM 45.148438 1745294911.9754
MEM 46.152344 1745294911.9766
MEM 46.152344 1745294911.9778
MEM 46.464844 1745294911.9806
MEM 46.464844 1745294911.9818
MEM 46.621094 1745294911.9829
MEM 46.777344 1745294911.9841
MEM 46.777344 1745294911.9852
MEM 46.933594 1745294911.9864
MEM 46.933594 1745294911.9876
MEM 46.933594 1745294911.9888
MEM 46.933594 1745294911.9900
MEM 47.089844 1745294911.9913
MEM 47.089844 1745294911.9925
MEM 47.089844 1745294911.9937
MEM 47.089844 1745294911.9949
MEM 47.246094 1745294911.9960
MEM 47.246094 1745294911.9974
MEM 47.246094 1745294911.9986
MEM 47.246094 1745294911.9997
MEM 47.402344 1745294912.0009
MEM 47.402344 1745294912.0020
MEM 47.402344 1745294912.0045
MEM 47.402344 1745294912.0057
MEM 47.402344 1745294912.0068
MEM 47.402344 1745294912.0083
MEM 47.402344 1745294912.0094
MEM 47.402344 1745294912.0106
MEM 47.402344 1745294912.0135
MEM 47.402344 1745294912.0147
MEM 47.402344 1745294912.0159
MEM 47.402344 1745294912.0172
MEM 47.402344 1745294912.0184
MEM 47.402344 1745294912.0196
MEM 47.402344 1745294912.0207
MEM 47.402344 1745294912.0219
MEM 47.402344 1745294912.0230
MEM 47.402344 1745294912.0242
MEM 47.402344 1745294912.0265
MEM 47.402344 1745294912.0277
MEM 47.402344 1745294912.0289
MEM 47.402344 1745294912.0301
MEM 47.402344 1745294912.0312
MEM 47.402344 1745294912.0325
MEM 47.402344 1745294912.0337
MEM 47.402344 1745294912.0349
MEM 47.402344 1745294912.0360
MEM 47.402344 1745294912.0371
MEM 47.402344 1745294912.0383
MEM 47.402344 1745294912.0394
MEM 47.402344 1745294912.0406
MEM 47.558594 1745294912.0424
MEM 47.558594 1745294912.0435
MEM 47.558594 1745294912.0447
MEM 47.714844 1745294912.0458
MEM 47.871094 1745294912.0470
MEM 47.871094 1745294912.0482
MEM 48.027344 1745294912.0495
MEM 48.027344 1745294912.0545
MEM 48.027344 1745294912.0556
MEM 48.027344 1745294912.0568
MEM 48.027344 1745294912.0579
MEM 48.339844 1745294912.0591
MEM 48.496094 1745294912.0603
MEM 48.652344 1745294912.0614
MEM 48.652344 1745294912.0626
MEM 48.652344 1745294912.0638
MEM 48.652344 1745294912.0649
MEM 48.652344 1745294912.0661
MEM 48.652344 1745294912.0673
MEM 48.652344 1745294912.0685
MEM 48.652344 1745294912.0697
MEM 48.808594 1745294912.0708
MEM 48.808594 1745294912.0720
MEM 48.808594 1745294912.0732
MEM 48.964844 1745294912.0744
MEM 48.964844 1745294912.0755
MEM 48.964844 1745294912.0767
MEM 48.964844 1745294912.0779
MEM 49.121094 1745294912.0791
MEM 49.121094 1745294912.0803
MEM 49.433594 1745294912.0815
MEM 50.214844 1745294912.0827
MEM 50.527344 1745294912.0838
MEM 50.527344 1745294912.0850
MEM 50.527344 1745294912.0862
MEM 50.527344 1745294912.0874
MEM 50.527344 1745294912.0886
MEM 50.527344 1745294912.0935
MEM 50.527344 1745294912.0947
MEM 50.527344 1745294912.0959
MEM 50.527344 1745294912.0971
MEM 50.527344 1745294912.0982
MEM 50.527344 1745294912.0994
MEM 50.527344 1745294912.1005
MEM 50.527344 1745294912.1017
MEM 50.527344 1745294912.1028
MEM 50.527344 1745294912.1040
MEM 50.527344 1745294912.1052
MEM 50.527344 1745294912.1064
MEM 50.527344 1745294912.1075
MEM 50.527344 1745294912.1087
MEM 50.527344 1745294912.1098
MEM 50.527344 1745294912.1110
MEM 50.527344 1745294912.1122
MEM 50.527344 1745294912.1133
MEM 50.527344 1745294912.1145
MEM 50.527344 1745294912.1156
MEM 50.527344 1745294912.1168
MEM 50.527344 1745294912.1180
MEM 50.527344 1745294912.1191
MEM 50.527344 1745294912.1203
MEM 50.527344 1745294912.1214
MEM 50.527344 1745294912.1225
MEM 50.527344 1745294912.1237
