CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/69.py
MEM 5.023438 1745294911.2948
MEM 5.585938 1745294911.2961
MEM 5.585938 1745294911.2972
MEM 5.585938 1745294911.2984
MEM 5.585938 1745294911.2996
MEM 5.585938 1745294911.3008
MEM 6.289062 1745294911.3020
MEM 6.628906 1745294911.3032
MEM 6.949219 1745294911.3044
MEM 7.105469 1745294911.3056
MEM 7.105469 1745294911.3068
MEM 7.105469 1745294911.3080
MEM 7.281250 1745294911.3091
MEM 7.621094 1745294911.3103
MEM 8.152344 1745294911.3115
MEM 8.308594 1745294911.3127
MEM 8.308594 1745294911.3139
MEM 8.464844 1745294911.3150
MEM 9.089844 1745294911.3195
MEM 9.402344 1745294911.3207
MEM 9.558594 1745294911.3219
MEM 9.714844 1745294911.3231
MEM 9.714844 1745294911.3243
MEM 9.871094 1745294911.3255
MEM 10.027344 1745294911.3267
MEM 10.027344 1745294911.3279
MEM 10.027344 1745294911.3291
MEM 10.183594 1745294911.3303
MEM 10.339844 1745294911.3314
MEM 10.554688 1745294911.3326
MEM 10.710938 1745294911.3338
MEM 11.023438 1745294911.3350
MEM 11.023438 1745294911.3362
MEM 11.023438 1745294911.3374
MEM 11.023438 1745294911.3385
MEM 11.023438 1745294911.3397
MEM 11.207031 1745294911.3408
MEM 11.363281 1745294911.3420
MEM 11.527344 1745294911.3431
MEM 11.683594 1745294911.3443
MEM 12.007812 1745294911.3455
MEM 13.246094 1745294911.3466
MEM 14.226562 1745294911.3478
MEM 15.042969 1745294911.3515
MEM 15.597656 1745294911.3527
MEM 15.910156 1745294911.3539
MEM 16.066406 1745294911.3551
MEM 16.066406 1745294911.3562
MEM 16.222656 1745294911.3574
MEM 16.222656 1745294911.3586
MEM 16.378906 1745294911.3598
MEM 16.378906 1745294911.3611
MEM 16.378906 1745294911.3623
MEM 16.535156 1745294911.3634
MEM 16.535156 1745294911.3646
MEM 16.535156 1745294911.3657
MEM 16.691406 1745294911.3669
MEM 16.691406 1745294911.3680
MEM 16.855469 1745294911.3692
MEM 16.855469 1745294911.3704
MEM 16.855469 1745294911.3715
MEM 16.855469 1745294911.3726
MEM 17.167969 1745294911.3774
MEM 17.324219 1745294911.3785
