CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/400.py
MEM 0.535156 1745294912.7285
MEM 4.335938 1745294912.7297
MEM 5.710938 1745294912.7308
MEM 6.726562 1745294912.7319
MEM 7.226562 1745294912.7331
MEM 7.750000 1745294912.7342
MEM 8.093750 1745294912.7354
MEM 8.406250 1745294912.7365
MEM 8.718750 1745294912.7376
MEM 8.875000 1745294912.7388
MEM 9.343750 1745294912.7399
MEM 9.500000 1745294912.7410
MEM 9.656250 1745294912.7421
MEM 9.968750 1745294912.7433
MEM 9.968750 1745294912.7444
MEM 10.285156 1745294912.7455
MEM 10.597656 1745294912.7467
MEM 11.097656 1745294912.7479
MEM 11.097656 1745294912.7490
MEM 11.425781 1745294912.7502
MEM 11.894531 1745294912.7513
MEM 13.734375 1745294912.7524
MEM 14.707031 1745294912.7536
MEM 14.707031 1745294912.7547
MEM 15.765625 1745294912.7559
MEM 16.078125 1745294912.7570
MEM 16.234375 1745294912.7582
MEM 16.390625 1745294912.7593
MEM 16.546875 1745294912.7604
MEM 16.867188 1745294912.7616
MEM 17.023438 1745294912.7627
MEM 17.179688 1745294912.7638
MEM 17.648438 1745294912.7650
MEM 17.648438 1745294912.7661
MEM 17.960938 1745294912.7672
MEM 18.273438 1745294912.7683
MEM 18.585938 1745294912.7694
MEM 18.898438 1745294912.7706
MEM 19.054688 1745294912.7717
MEM 19.402344 1745294912.7728
MEM 19.558594 1745294912.7739
MEM 20.066406 1745294912.7750
MEM 20.378906 1745294912.7761
MEM 20.378906 1745294912.7773
MEM 20.535156 1745294912.7784
MEM 20.535156 1745294912.7795
MEM 20.847656 1745294912.7806
MEM 21.160156 1745294912.7817
MEM 21.316406 1745294912.7828
MEM 21.785156 1745294912.7840
MEM 22.097656 1745294912.7851
MEM 22.253906 1745294912.7863
MEM 22.410156 1745294912.7874
MEM 22.410156 1745294912.7885
MEM 22.566406 1745294912.7897
MEM 22.878906 1745294912.7908
MEM 23.347656 1745294912.7919
MEM 23.347656 1745294912.7930
MEM 23.503906 1745294912.7941
MEM 23.503906 1745294912.7952
MEM 23.503906 1745294912.7964
MEM 23.660156 1745294912.7975
MEM 23.660156 1745294912.7986
MEM 24.128906 1745294912.7998
MEM 24.128906 1745294912.8009
MEM 24.285156 1745294912.8020
MEM 24.285156 1745294912.8032
MEM 24.441406 1745294912.8043
MEM 24.609375 1745294912.8054
MEM 24.765625 1745294912.8066
MEM 24.921875 1745294912.8077
MEM 24.921875 1745294912.8089
MEM 24.921875 1745294912.8100
MEM 25.078125 1745294912.8111
MEM 25.234375 1745294912.8122
MEM 25.546875 1745294912.8133
MEM 25.546875 1745294912.8144
MEM 25.703125 1745294912.8155
MEM 26.015625 1745294912.8166
MEM 26.015625 1745294912.8178
MEM 26.171875 1745294912.8189
MEM 26.328125 1745294912.8200
MEM 26.484375 1745294912.8212
MEM 26.484375 1745294912.8224
MEM 26.640625 1745294912.8236
MEM 26.796875 1745294912.8247
MEM 26.953125 1745294912.8259
MEM 27.109375 1745294912.8271
MEM 27.265625 1745294912.8282
MEM 27.421875 1745294912.8294
MEM 27.421875 1745294912.8306
MEM 27.578125 1745294912.8318
MEM 27.578125 1745294912.8330
MEM 27.734375 1745294912.8343
MEM 28.203125 1745294912.8356
MEM 28.359375 1745294912.8368
MEM 28.515625 1745294912.8380
MEM 28.671875 1745294912.8391
MEM 29.207031 1745294912.8403
MEM 31.011719 1745294912.8414
MEM 31.011719 1745294912.8426
MEM 31.167969 1745294912.8437
MEM 31.480469 1745294912.8449
MEM 31.636719 1745294912.8461
MEM 31.949219 1745294912.8472
MEM 32.261719 1745294912.8484
MEM 32.417969 1745294912.8496
MEM 32.730469 1745294912.8507
MEM 32.730469 1745294912.8519
MEM 32.886719 1745294912.8531
MEM 33.355469 1745294912.8544
MEM 33.355469 1745294912.8556
MEM 33.511719 1745294912.8567
MEM 33.511719 1745294912.8579
MEM 33.667969 1745294912.8591
MEM 34.242188 1745294912.8602
MEM 34.398438 1745294912.8614
MEM 34.554688 1745294912.8625
MEM 34.554688 1745294912.8637
MEM 34.554688 1745294912.8648
MEM 34.710938 1745294912.8659
MEM 34.867188 1745294912.8671
MEM 35.960938 1745294912.8682
MEM 35.816406 1745294912.8694
MEM 35.972656 1745294912.8705
MEM 35.972656 1745294912.8716
MEM 36.128906 1745294912.8727
MEM 36.441406 1745294912.8739
MEM 36.597656 1745294912.8750
MEM 36.753906 1745294912.8762
MEM 36.753906 1745294912.8773
MEM 36.910156 1745294912.8784
MEM 37.222656 1745294912.8796
MEM 37.535156 1745294912.8807
MEM 37.691406 1745294912.8819
MEM 37.691406 1745294912.8830
MEM 37.847656 1745294912.8842
MEM 37.847656 1745294912.8853
MEM 38.316406 1745294912.8865
MEM 38.472656 1745294912.8876
MEM 38.628906 1745294912.8888
MEM 38.785156 1745294912.8899
MEM 39.097656 1745294912.8911
MEM 39.410156 1745294912.8923
MEM 39.410156 1745294912.8934
MEM 39.566406 1745294912.8946
MEM 39.878906 1745294912.8957
MEM 40.238281 1745294912.8969
MEM 40.394531 1745294912.8981
MEM 40.394531 1745294912.8993
MEM 40.550781 1745294912.9004
MEM 40.863281 1745294912.9016
MEM 41.023438 1745294912.9027
MEM 41.179688 1745294912.9039
MEM 41.335938 1745294912.9051
MEM 41.492188 1745294912.9063
MEM 41.648438 1745294912.9074
MEM 41.648438 1745294912.9086
MEM 41.804688 1745294912.9097
MEM 42.117188 1745294912.9109
MEM 42.273438 1745294912.9120
MEM 42.585938 1745294912.9131
MEM 42.585938 1745294912.9143
MEM 42.898438 1745294912.9156
MEM 43.054688 1745294912.9167
MEM 43.210938 1745294912.9179
MEM 43.367188 1745294912.9190
