CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/540.py
MEM 0.332031 1745294912.7354
MEM 3.195312 1745294912.7366
MEM 4.175781 1745294912.7377
MEM 4.800781 1745294912.7388
MEM 6.425781 1745294912.7399
MEM 6.925781 1745294912.7410
MEM 7.414062 1745294912.7421
MEM 7.945312 1745294912.7433
MEM 8.289062 1745294912.7444
MEM 8.757812 1745294912.7455
MEM 8.914062 1745294912.7466
MEM 9.382812 1745294912.7478
MEM 9.695312 1745294912.7489
MEM 9.851562 1745294912.7500
MEM 10.007812 1745294912.7511
MEM 10.007812 1745294912.7522
MEM 10.164062 1745294912.7533
MEM 10.320312 1745294912.7545
MEM 10.789062 1745294912.7556
MEM 10.945312 1745294912.7567
MEM 11.285156 1745294912.7579
MEM 11.605469 1745294912.7590
MEM 11.929688 1745294912.7601
MEM 13.324219 1745294912.7613
MEM 14.304688 1745294912.7624
MEM 14.617188 1745294912.7635
MEM 14.617188 1745294912.7646
MEM 15.363281 1745294912.7658
MEM 15.832031 1745294912.7669
MEM 15.988281 1745294912.7680
MEM 16.144531 1745294912.7691
MEM 16.300781 1745294912.7703
MEM 16.300781 1745294912.7714
MEM 16.457031 1745294912.7725
MEM 16.613281 1745294912.7736
MEM 16.777344 1745294912.7748
MEM 16.777344 1745294912.7759
MEM 16.933594 1745294912.7770
MEM 17.089844 1745294912.7782
MEM 17.246094 1745294912.7793
MEM 17.558594 1745294912.7804
MEM 17.558594 1745294912.7816
MEM 17.558594 1745294912.7827
MEM 17.714844 1745294912.7838
MEM 17.871094 1745294912.7850
MEM 18.183594 1745294912.7861
MEM 18.339844 1745294912.7872
MEM 18.496094 1745294912.7884
MEM 18.652344 1745294912.7895
MEM 18.808594 1745294912.7907
MEM 19.121094 1745294912.7918
MEM 19.312500 1745294912.7930
MEM 19.468750 1745294912.7941
MEM 19.468750 1745294912.7953
MEM 19.625000 1745294912.7964
MEM 19.976562 1745294912.7975
MEM 20.132812 1745294912.7986
MEM 20.292969 1745294912.7998
MEM 20.449219 1745294912.8009
MEM 20.449219 1745294912.8020
MEM 20.449219 1745294912.8032
MEM 20.605469 1745294912.8044
MEM 20.917969 1745294912.8055
MEM 21.078125 1745294912.8066
MEM 21.234375 1745294912.8078
MEM 21.234375 1745294912.8089
MEM 21.546875 1745294912.8101
MEM 21.703125 1745294912.8112
MEM 21.859375 1745294912.8123
MEM 22.171875 1745294912.8135
MEM 22.171875 1745294912.8147
MEM 22.171875 1745294912.8158
MEM 22.328125 1745294912.8170
MEM 22.328125 1745294912.8181
MEM 22.328125 1745294912.8193
MEM 22.484375 1745294912.8205
MEM 22.640625 1745294912.8217
MEM 23.109375 1745294912.8229
MEM 23.265625 1745294912.8240
MEM 23.265625 1745294912.8252
MEM 23.578125 1745294912.8263
MEM 23.578125 1745294912.8274
MEM 23.578125 1745294912.8286
MEM 23.578125 1745294912.8297
MEM 23.734375 1745294912.8308
MEM 23.734375 1745294912.8319
MEM 24.203125 1745294912.8331
MEM 24.203125 1745294912.8342
MEM 24.359375 1745294912.8353
MEM 24.359375 1745294912.8365
MEM 24.515625 1745294912.8376
MEM 24.515625 1745294912.8387
MEM 24.839844 1745294912.8399
MEM 24.839844 1745294912.8411
MEM 24.996094 1745294912.8422
MEM 24.996094 1745294912.8434
MEM 24.996094 1745294912.8445
MEM 25.152344 1745294912.8457
MEM 25.308594 1745294912.8468
MEM 25.640625 1745294912.8480
MEM 25.796875 1745294912.8491
MEM 25.953125 1745294912.8502
MEM 26.109375 1745294912.8514
MEM 26.265625 1745294912.8525
MEM 26.421875 1745294912.8537
MEM 26.421875 1745294912.8548
MEM 26.421875 1745294912.8559
MEM 26.578125 1745294912.8570
MEM 26.734375 1745294912.8581
MEM 26.734375 1745294912.8593
MEM 26.890625 1745294912.8604
MEM 27.046875 1745294912.8615
MEM 27.203125 1745294912.8627
MEM 27.203125 1745294912.8638
MEM 27.359375 1745294912.8649
MEM 27.671875 1745294912.8660
MEM 27.671875 1745294912.8671
MEM 27.828125 1745294912.8682
MEM 27.984375 1745294912.8693
MEM 27.984375 1745294912.8704
MEM 28.140625 1745294912.8715
MEM 28.140625 1745294912.8726
MEM 28.609375 1745294912.8738
MEM 28.765625 1745294912.8749
MEM 28.921875 1745294912.8760
MEM 29.078125 1745294912.8771
MEM 29.078125 1745294912.8782
MEM 31.242188 1745294912.8794
MEM 31.414062 1745294912.8805
MEM 31.570312 1745294912.8816
MEM 31.882812 1745294912.8828
MEM 31.882812 1745294912.8839
MEM 32.195312 1745294912.8851
MEM 32.507812 1745294912.8862
MEM 32.820312 1745294912.8874
MEM 32.976562 1745294912.8885
MEM 33.132812 1745294912.8896
MEM 33.289062 1745294912.8907
MEM 33.289062 1745294912.8918
MEM 33.757812 1745294912.8929
MEM 33.757812 1745294912.8940
MEM 33.914062 1745294912.8951
MEM 33.914062 1745294912.8962
MEM 34.070312 1745294912.8974
MEM 34.636719 1745294912.8985
MEM 34.792969 1745294912.8996
MEM 34.792969 1745294912.9007
MEM 34.949219 1745294912.9018
MEM 34.949219 1745294912.9030
MEM 35.105469 1745294912.9041
MEM 35.105469 1745294912.9052
MEM 35.261719 1745294912.9064
MEM 35.261719 1745294912.9075
MEM 35.957031 1745294912.9087
MEM 36.113281 1745294912.9099
MEM 36.269531 1745294912.9111
MEM 36.425781 1745294912.9123
MEM 36.425781 1745294912.9134
MEM 36.738281 1745294912.9146
MEM 36.738281 1745294912.9158
MEM 36.894531 1745294912.9170
MEM 37.050781 1745294912.9181
MEM 37.207031 1745294912.9192
MEM 37.363281 1745294912.9204
MEM 37.519531 1745294912.9215
MEM 37.832031 1745294912.9227
MEM 37.988281 1745294912.9238
MEM 37.988281 1745294912.9250
MEM 38.144531 1745294912.9262
MEM 38.300781 1745294912.9273
MEM 38.769531 1745294912.9285
MEM 38.769531 1745294912.9297
MEM 38.925781 1745294912.9308
MEM 39.082031 1745294912.9319
MEM 39.238281 1745294912.9330
MEM 39.550781 1745294912.9342
MEM 39.550781 1745294912.9353
MEM 39.863281 1745294912.9364
MEM 39.863281 1745294912.9376
MEM 40.175781 1745294912.9387
MEM 40.519531 1745294912.9398
MEM 40.675781 1745294912.9410
MEM 40.832031 1745294912.9421
MEM 40.832031 1745294912.9432
MEM 41.144531 1745294912.9444
MEM 41.464844 1745294912.9455
MEM 41.621094 1745294912.9466
MEM 41.621094 1745294912.9478
MEM 41.933594 1745294912.9489
MEM 42.089844 1745294912.9501
MEM 42.089844 1745294912.9512
MEM 42.246094 1745294912.9523
MEM 42.558594 1745294912.9534
MEM 42.558594 1745294912.9546
MEM 42.871094 1745294912.9557
MEM 43.027344 1745294912.9568
MEM 43.183594 1745294912.9579
MEM 43.496094 1745294912.9591
MEM 43.652344 1745294912.9602
MEM 43.808594 1745294912.9613
MEM 43.964844 1745294912.9624
MEM 44.121094 1745294912.9636
MEM 44.121094 1745294912.9647
MEM 44.277344 1745294912.9658
MEM 44.589844 1745294912.9670
MEM 44.746094 1745294912.9681
MEM 44.902344 1745294912.9693
MEM 45.058594 1745294912.9704
MEM 46.464844 1745294912.9715
MEM 46.234375 1745294912.9727
MEM 46.390625 1745294912.9738
MEM 46.546875 1745294912.9749
MEM 46.703125 1745294912.9760
MEM 46.859375 1745294912.9771
MEM 46.859375 1745294912.9783
MEM 47.015625 1745294912.9794
MEM 47.171875 1745294912.9805
MEM 47.171875 1745294912.9817
MEM 47.171875 1745294912.9828
MEM 47.328125 1745294912.9839
MEM 47.328125 1745294912.9851
MEM 47.484375 1745294912.9862
MEM 47.484375 1745294912.9873
MEM 47.484375 1745294912.9884
MEM 47.484375 1745294912.9896
MEM 47.484375 1745294912.9907
MEM 47.484375 1745294912.9918
MEM 47.484375 1745294912.9929
MEM 47.484375 1745294912.9941
MEM 47.484375 1745294912.9952
MEM 47.484375 1745294912.9963
MEM 47.484375 1745294912.9974
MEM 47.484375 1745294912.9986
MEM 47.484375 1745294912.9997
MEM 47.484375 1745294913.0008
MEM 47.484375 1745294913.0020
MEM 47.484375 1745294913.0031
MEM 47.484375 1745294913.0043
MEM 47.796875 1745294913.0054
MEM 47.953125 1745294913.0065
MEM 47.953125 1745294913.0077
MEM 48.109375 1745294913.0088
MEM 48.265625 1745294913.0099
MEM 48.421875 1745294913.0110
MEM 48.421875 1745294913.0122
MEM 48.421875 1745294913.0133
MEM 48.421875 1745294913.0144
MEM 48.578125 1745294913.0156
MEM 48.578125 1745294913.0167
MEM 48.734375 1745294913.0179
MEM 48.734375 1745294913.0191
MEM 48.890625 1745294913.0202
MEM 49.046875 1745294913.0214
MEM 49.671875 1745294913.0225
MEM 51.078125 1745294913.0236
MEM 52.484375 1745294913.0248
MEM 53.890625 1745294913.0259
MEM 54.984375 1745294913.0271
MEM 57.015625 1745294913.0282
MEM 57.953125 1745294913.0294
MEM 57.953125 1745294913.0305
MEM 53.894531 1745294913.0316
MEM 53.894531 1745294913.0327
MEM 53.894531 1745294913.0339
MEM 53.894531 1745294913.0350
