CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Gemini-2Flash/668.py
MEM 4.078125 1745294911.4672
MEM 6.628906 1745294911.4715
MEM 6.949219 1745294911.4727
MEM 7.105469 1745294911.4739
MEM 7.281250 1745294911.4751
MEM 7.437500 1745294911.4763
MEM 7.808594 1745294911.4775
MEM 8.152344 1745294911.4787
MEM 8.308594 1745294911.4798
MEM 8.464844 1745294911.4810
MEM 8.621094 1745294911.4822
MEM 8.933594 1745294911.4834
MEM 8.933594 1745294911.4846
MEM 9.089844 1745294911.4858
MEM 9.402344 1745294911.4869
MEM 9.558594 1745294911.4881
MEM 9.558594 1745294911.4893
MEM 9.714844 1745294911.4905
MEM 9.871094 1745294911.4917
MEM 10.027344 1745294911.4928
MEM 10.027344 1745294911.4940
MEM 10.027344 1745294911.4952
MEM 10.027344 1745294911.4964
MEM 10.699219 1745294911.5008
MEM 11.011719 1745294911.5020
MEM 11.011719 1745294911.5032
MEM 11.191406 1745294911.5045
MEM 11.347656 1745294911.5057
MEM 11.347656 1745294911.5069
MEM 11.515625 1745294911.5081
MEM 11.828125 1745294911.5093
MEM 11.996094 1745294911.5105
MEM 12.347656 1745294911.5117
MEM 13.710938 1745294911.5129
MEM 14.527344 1745294911.5141
MEM 14.683594 1745294911.5153
MEM 14.683594 1745294911.5165
MEM 15.031250 1745294911.5176
MEM 15.429688 1745294911.5188
MEM 15.742188 1745294911.5200
MEM 15.898438 1745294911.5212
MEM 16.054688 1745294911.5223
MEM 16.054688 1745294911.5235
MEM 16.210938 1745294911.5246
MEM 16.367188 1745294911.5258
MEM 16.367188 1745294911.5269
MEM 16.679688 1745294911.5305
MEM 16.843750 1745294911.5317
MEM 16.843750 1745294911.5329
MEM 17.000000 1745294911.5341
MEM 17.000000 1745294911.5353
MEM 17.156250 1745294911.5366
MEM 17.312500 1745294911.5377
MEM 17.625000 1745294911.5389
MEM 17.625000 1745294911.5400
MEM 17.625000 1745294911.5412
MEM 17.625000 1745294911.5424
MEM 17.781250 1745294911.5436
MEM 17.937500 1745294911.5447
MEM 18.093750 1745294911.5459
MEM 18.250000 1745294911.5471
MEM 18.406250 1745294911.5483
MEM 18.562500 1745294911.5495
MEM 18.875000 1745294911.5525
MEM 19.031250 1745294911.5537
MEM 19.378906 1745294911.5549
MEM 19.378906 1745294911.5561
MEM 19.378906 1745294911.5573
MEM 19.535156 1745294911.5585
MEM 19.691406 1745294911.5596
MEM 19.886719 1745294911.5608
MEM 20.203125 1745294911.5620
MEM 20.359375 1745294911.5632
MEM 20.359375 1745294911.5644
MEM 20.359375 1745294911.5656
MEM 20.515625 1745294911.5667
MEM 20.671875 1745294911.5705
MEM 20.996094 1745294911.5717
MEM 21.152344 1745294911.5729
MEM 21.152344 1745294911.5740
MEM 21.308594 1745294911.5752
MEM 21.621094 1745294911.5764
MEM 21.777344 1745294911.5776
MEM 21.777344 1745294911.5788
MEM 21.933594 1745294911.5800
MEM 22.246094 1745294911.5811
MEM 22.246094 1745294911.5823
MEM 22.246094 1745294911.5835
MEM 22.246094 1745294911.5847
MEM 22.246094 1745294911.5859
MEM 22.402344 1745294911.5870
MEM 22.402344 1745294911.5882
MEM 22.402344 1745294911.5894
MEM 22.558594 1745294911.5906
MEM 22.714844 1745294911.5918
MEM 23.183594 1745294911.5930
MEM 23.496094 1745294911.5967
MEM 23.652344 1745294911.5978
MEM 23.652344 1745294911.5990
MEM 23.652344 1745294911.6002
MEM 23.652344 1745294911.6013
MEM 23.652344 1745294911.6025
MEM 23.808594 1745294911.6037
MEM 23.808594 1745294911.6050
MEM 24.277344 1745294911.6062
MEM 24.277344 1745294911.6074
MEM 24.433594 1745294911.6086
MEM 24.433594 1745294911.6098
MEM 24.433594 1745294911.6109
MEM 24.589844 1745294911.6121
MEM 24.589844 1745294911.6133
MEM 25.109375 1745294911.6186
MEM 25.109375 1745294911.6198
MEM 25.109375 1745294911.6210
MEM 25.265625 1745294911.6221
MEM 25.421875 1745294911.6236
MEM 25.578125 1745294911.6248
MEM 25.890625 1745294911.6259
MEM 25.890625 1745294911.6271
MEM 26.046875 1745294911.6283
MEM 26.242188 1745294911.6295
MEM 26.554688 1745294911.6307
MEM 26.710938 1745294911.6320
MEM 26.710938 1745294911.6333
MEM 26.710938 1745294911.6345
MEM 26.710938 1745294911.6357
MEM 26.867188 1745294911.6368
MEM 26.867188 1745294911.6380
MEM 27.023438 1745294911.6392
MEM 27.023438 1745294911.6405
MEM 27.179688 1745294911.6418
MEM 27.179688 1745294911.6429
MEM 27.179688 1745294911.6441
MEM 27.335938 1745294911.6465
MEM 27.492188 1745294911.6477
MEM 27.492188 1745294911.6489
MEM 27.648438 1745294911.6500
MEM 27.648438 1745294911.6512
MEM 27.804688 1745294911.6524
MEM 27.804688 1745294911.6539
MEM 27.804688 1745294911.6551
MEM 27.960938 1745294911.6563
MEM 27.960938 1745294911.6574
MEM 27.960938 1745294911.6586
MEM 28.117188 1745294911.6598
MEM 28.117188 1745294911.6609
MEM 28.117188 1745294911.6636
MEM 28.273438 1745294911.6648
MEM 28.273438 1745294911.6660
MEM 28.273438 1745294911.6671
MEM 28.273438 1745294911.6683
MEM 28.273438 1745294911.6695
MEM 28.429688 1745294911.6706
MEM 28.429688 1745294911.6722
MEM 29.054688 1745294911.6765
MEM 29.054688 1745294911.6777
MEM 29.210938 1745294911.6789
MEM 29.210938 1745294911.6800
MEM 29.210938 1745294911.6812
MEM 29.210938 1745294911.6824
MEM 29.210938 1745294911.6836
MEM 29.367188 1745294911.6852
MEM 30.441406 1745294911.6863
MEM 31.375000 1745294911.6876
MEM 31.546875 1745294911.6888
MEM 31.703125 1745294911.6900
MEM 31.703125 1745294911.6911
MEM 31.703125 1745294911.6923
MEM 31.703125 1745294911.6935
MEM 31.859375 1745294911.6946
MEM 32.015625 1745294911.6958
MEM 32.015625 1745294911.6994
MEM 32.328125 1745294911.7006
MEM 32.640625 1745294911.7018
MEM 32.796875 1745294911.7029
MEM 32.796875 1745294911.7041
MEM 32.796875 1745294911.7053
MEM 32.953125 1745294911.7065
MEM 33.109375 1745294911.7082
MEM 33.265625 1745294911.7094
MEM 33.421875 1745294911.7106
MEM 33.421875 1745294911.7118
MEM 33.421875 1745294911.7129
MEM 33.421875 1745294911.7142
MEM 33.421875 1745294911.7155
MEM 33.421875 1745294911.7175
MEM 33.890625 1745294911.7187
MEM 33.890625 1745294911.7199
MEM 34.046875 1745294911.7227
MEM 34.046875 1745294911.7238
MEM 34.046875 1745294911.7250
MEM 34.046875 1745294911.7262
MEM 34.203125 1745294911.7273
MEM 34.203125 1745294911.7285
MEM 34.902344 1745294911.7297
MEM 34.902344 1745294911.7308
MEM 34.902344 1745294911.7320
MEM 35.058594 1745294911.7334
MEM 35.058594 1745294911.7346
MEM 35.058594 1745294911.7358
MEM 35.058594 1745294911.7369
MEM 35.214844 1745294911.7381
MEM 35.214844 1745294911.7425
MEM 35.214844 1745294911.7437
MEM 35.371094 1745294911.7449
MEM 35.371094 1745294911.7462
MEM 35.527344 1745294911.7475
MEM 35.996094 1745294911.7487
MEM 36.269531 1745294911.7499
MEM 36.425781 1745294911.7510
MEM 36.425781 1745294911.7522
MEM 36.425781 1745294911.7534
MEM 36.582031 1745294911.7546
MEM 36.582031 1745294911.7557
MEM 36.582031 1745294911.7569
MEM 36.738281 1745294911.7581
MEM 36.738281 1745294911.7592
MEM 36.894531 1745294911.7607
MEM 36.894531 1745294911.7618
MEM 36.894531 1745294911.7630
MEM 37.050781 1745294911.7642
MEM 37.050781 1745294911.7653
MEM 37.207031 1745294911.7665
MEM 37.207031 1745294911.7676
MEM 37.363281 1745294911.7715
MEM 37.519531 1745294911.7727
MEM 37.519531 1745294911.7738
MEM 37.675781 1745294911.7750
MEM 37.675781 1745294911.7762
MEM 37.832031 1745294911.7773
MEM 37.832031 1745294911.7785
MEM 38.144531 1745294911.7796
MEM 38.144531 1745294911.7808
MEM 38.300781 1745294911.7820
MEM 38.300781 1745294911.7833
MEM 38.300781 1745294911.7846
MEM 38.300781 1745294911.7858
MEM 38.300781 1745294911.7869
MEM 38.457031 1745294911.7881
MEM 38.457031 1745294911.7893
MEM 38.613281 1745294911.7905
MEM 38.925781 1745294911.7919
MEM 39.082031 1745294911.7955
MEM 39.082031 1745294911.7967
MEM 39.238281 1745294911.7979
MEM 39.394531 1745294911.7990
MEM 39.394531 1745294911.8002
MEM 39.550781 1745294911.8014
MEM 39.863281 1745294911.8026
MEM 39.863281 1745294911.8040
MEM 40.019531 1745294911.8052
MEM 40.019531 1745294911.8063
MEM 40.019531 1745294911.8075
MEM 40.175781 1745294911.8087
MEM 40.175781 1745294911.8100
MEM 40.332031 1745294911.8113
MEM 40.847656 1745294911.8157
MEM 40.847656 1745294911.8168
MEM 40.847656 1745294911.8180
MEM 41.003906 1745294911.8192
MEM 41.003906 1745294911.8204
MEM 41.003906 1745294911.8215
MEM 41.003906 1745294911.8227
MEM 41.160156 1745294911.8239
MEM 41.160156 1745294911.8250
MEM 41.472656 1745294911.8262
MEM 41.472656 1745294911.8276
MEM 41.632812 1745294911.8288
MEM 41.632812 1745294911.8300
MEM 41.789062 1745294911.8311
MEM 41.945312 1745294911.8323
MEM 41.945312 1745294911.8335
MEM 41.945312 1745294911.8347
MEM 42.101562 1745294911.8361
MEM 42.257812 1745294911.8373
MEM 42.257812 1745294911.8405
MEM 42.257812 1745294911.8417
MEM 42.414062 1745294911.8428
MEM 42.414062 1745294911.8440
MEM 42.570312 1745294911.8452
MEM 42.726562 1745294911.8463
MEM 42.882812 1745294911.8475
MEM 42.882812 1745294911.8486
MEM 42.882812 1745294911.8498
MEM 43.039062 1745294911.8509
MEM 43.195312 1745294911.8521
MEM 43.195312 1745294911.8532
MEM 43.195312 1745294911.8544
MEM 43.351562 1745294911.8556
MEM 43.664062 1745294911.8595
MEM 43.820312 1745294911.8607
MEM 43.976562 1745294911.8619
MEM 43.976562 1745294911.8630
MEM 43.976562 1745294911.8642
MEM 44.132812 1745294911.8654
MEM 44.132812 1745294911.8665
MEM 44.289062 1745294911.8679
MEM 44.289062 1745294911.8691
MEM 44.289062 1745294911.8702
MEM 44.445312 1745294911.8714
MEM 44.601562 1745294911.8726
MEM 44.601562 1745294911.8737
MEM 44.757812 1745294911.8750
MEM 44.757812 1745294911.8762
MEM 44.914062 1745294911.8774
MEM 45.070312 1745294911.8785
MEM 45.070312 1745294911.8799
MEM 45.382812 1745294911.8845
MEM 46.476562 1745294911.8857
MEM 46.386719 1745294911.8868
MEM 46.386719 1745294911.8880
MEM 46.542969 1745294911.8891
MEM 46.542969 1745294911.8903
MEM 46.699219 1745294911.8914
MEM 46.699219 1745294911.8926
MEM 46.855469 1745294911.8937
MEM 46.855469 1745294911.8949
MEM 47.011719 1745294911.8961
MEM 47.011719 1745294911.8972
MEM 47.167969 1745294911.8984
MEM 47.167969 1745294911.8995
MEM 47.167969 1745294911.9007
MEM 47.167969 1745294911.9019
MEM 47.324219 1745294911.9030
MEM 47.324219 1745294911.9042
MEM 47.324219 1745294911.9053
MEM 47.324219 1745294911.9065
MEM 47.480469 1745294911.9076
MEM 47.480469 1745294911.9088
MEM 47.480469 1745294911.9100
MEM 47.480469 1745294911.9111
MEM 47.480469 1745294911.9126
MEM 47.636719 1745294911.9165
MEM 47.636719 1745294911.9177
MEM 47.636719 1745294911.9188
MEM 47.636719 1745294911.9200
MEM 47.636719 1745294911.9211
MEM 47.636719 1745294911.9223
MEM 47.636719 1745294911.9234
MEM 47.636719 1745294911.9246
MEM 47.636719 1745294911.9258
MEM 47.636719 1745294911.9269
MEM 47.636719 1745294911.9281
MEM 47.636719 1745294911.9293
MEM 47.636719 1745294911.9304
MEM 47.636719 1745294911.9316
MEM 47.636719 1745294911.9327
MEM 47.636719 1745294911.9339
MEM 47.636719 1745294911.9351
MEM 47.636719 1745294911.9362
MEM 47.636719 1745294911.9374
MEM 47.636719 1745294911.9405
MEM 47.636719 1745294911.9417
MEM 47.636719 1745294911.9428
MEM 47.636719 1745294911.9440
MEM 47.636719 1745294911.9451
MEM 47.636719 1745294911.9463
MEM 47.636719 1745294911.9476
MEM 47.636719 1745294911.9488
MEM 47.636719 1745294911.9499
MEM 47.792969 1745294911.9511
MEM 48.105469 1745294911.9522
MEM 48.105469 1745294911.9534
MEM 48.261719 1745294911.9545
MEM 48.261719 1745294911.9558
MEM 48.417969 1745294911.9595
MEM 48.574219 1745294911.9607
MEM 48.730469 1745294911.9618
MEM 48.730469 1745294911.9630
MEM 48.730469 1745294911.9642
MEM 48.730469 1745294911.9655
MEM 48.730469 1745294911.9667
MEM 48.730469 1745294911.9679
MEM 48.886719 1745294911.9690
MEM 48.886719 1745294911.9702
MEM 48.886719 1745294911.9713
MEM 48.886719 1745294911.9725
MEM 49.042969 1745294911.9736
MEM 49.042969 1745294911.9748
MEM 49.042969 1745294911.9759
MEM 49.042969 1745294911.9771
MEM 49.042969 1745294911.9783
MEM 49.199219 1745294911.9795
MEM 49.199219 1745294911.9806
MEM 49.199219 1745294911.9818
MEM 50.292969 1745294911.9843
MEM 50.292969 1745294911.9855
MEM 50.292969 1745294911.9888
MEM 50.292969 1745294911.9899
MEM 50.292969 1745294911.9911
MEM 50.292969 1745294911.9922
MEM 50.292969 1745294911.9934
MEM 50.292969 1745294911.9946
MEM 50.292969 1745294911.9957
MEM 50.292969 1745294911.9968
MEM 50.292969 1745294911.9980
MEM 50.292969 1745294911.9991
MEM 50.292969 1745294912.0002
MEM 50.292969 1745294912.0014
MEM 50.292969 1745294912.0025
MEM 50.292969 1745294912.0037
MEM 50.292969 1745294912.0048
MEM 50.292969 1745294912.0060
MEM 50.292969 1745294912.0071
MEM 50.292969 1745294912.0083
MEM 50.292969 1745294912.0095
MEM 50.292969 1745294912.0112
MEM 50.292969 1745294912.0124
MEM 50.292969 1745294912.0136
MEM 50.292969 1745294912.0148
MEM 50.292969 1745294912.0159
MEM 50.292969 1745294912.0171
MEM 50.292969 1745294912.0185
MEM 50.292969 1745294912.0196
MEM 50.292969 1745294912.0208
MEM 50.292969 1745294912.0219
MEM 50.292969 1745294912.0230
MEM 50.292969 1745294912.0241
MEM 50.292969 1745294912.0253
MEM 50.292969 1745294912.0265
MEM 50.292969 1745294912.0276
MEM 50.292969 1745294912.0288
MEM 50.292969 1745294912.0300
MEM 50.292969 1745294912.0311
MEM 50.292969 1745294912.0331
MEM 50.292969 1745294912.0368
MEM 50.292969 1745294912.0380
MEM 50.292969 1745294912.0391
MEM 50.292969 1745294912.0402
MEM 50.292969 1745294912.0414
MEM 50.292969 1745294912.0425
MEM 50.292969 1745294912.0436
MEM 50.292969 1745294912.0448
MEM 50.292969 1745294912.0459
MEM 50.292969 1745294912.0470
MEM 50.292969 1745294912.0482
MEM 50.292969 1745294912.0493
MEM 50.292969 1745294912.0504
MEM 50.292969 1745294912.0521
MEM 50.292969 1745294912.0532
MEM 50.292969 1745294912.0543
MEM 50.292969 1745294912.0554
MEM 50.292969 1745294912.0565
MEM 50.292969 1745294912.0577
MEM 50.292969 1745294912.0588
MEM 50.292969 1745294912.0601
MEM 50.292969 1745294912.0612
MEM 50.292969 1745294912.0623
MEM 50.292969 1745294912.0634
MEM 50.292969 1745294912.0646
MEM 50.292969 1745294912.0657
MEM 50.292969 1745294912.0689
MEM 50.292969 1745294912.0701
